radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,268,6,8200,1950,0,-9.1239,38.773,500,36,1,1409672587,1730858462,0
GSM,268,6,8200,6418,0,-9.1234,38.7802,552,26,1,1409676250,1730858461,0
GSM,268,3,2010,12222,0,-9.2715,38.7127,12739,50,1,1411105390,1727019543,0
GSM,268,6,8260,5557,0,-9.2868,38.7496,1246,20,1,1411105954,1727106785,0
GSM,268,6,8260,6560,0,-9.2814,38.7485,801,29,1,1411105954,1727422506,0
GSM,268,6,8260,5931,0,-9.2764,38.7479,1000,23,1,1411105954,1727422504,0
GSM,268,3,1010,7443,0,-9.2813,38.7472,12826,23,1,1411105954,1753021983,0
GSM,268,6,8260,5929,0,-9.2655,38.7484,1673,33,1,1411105954,1727422502,0
GSM,268,3,2010,6941,0,-9.3726,38.785,6581,48,1,1411108535,1727085606,0
GSM,268,3,2010,18022,0,-9.3773,38.7903,500,50,1,1411108535,1727085490,0
GSM,268,3,1010,2322,0,-9.2058,38.7208,842,49,1,1411116236,1730660643,0
GSM,268,6,8140,1497,0,-8.6891,38.0184,1139,18,1,1411124110,1754345283,0
GSM,268,6,8140,1449,0,-8.801,37.9982,9611,19,1,1411124620,1754289062,0
GSM,268,6,8140,12087,0,-8.504,38.1827,1940,35,1,1411139534,1731496382,0
GSM,268,6,8140,8437,0,-8.5188,38.2607,4139,27,1,1411139534,1731496381,0
GSM,268,6,8220,1681,0,-9.1874,38.7504,645,32,1,1411144184,1733709182,0
GSM,268,3,2010,19821,0,-9.28,38.7147,12029,50,1,1411184826,1727018763,0
GSM,268,3,2010,16221,0,-9.2742,38.7278,1536,50,1,1411186779,1753021862,0
GSM,268,3,1010,10323,0,-9.2946,38.7729,612,50,1,1411205583,1730659742,0
GSM,268,3,6010,1612,0,-9.1706,38.7192,500,49,1,1411207170,1727320442,0
GSM,268,3,6010,1513,0,-9.175,38.7201,500,50,1,1411207170,1727796962,0
GSM,268,3,6010,10363,0,-9.1659,38.7208,2119,15,1,1411207170,1727664002,0
GSM,268,3,6010,1512,0,-9.1699,38.7147,500,117,1,1411207415,1726235289,0
GSM,268,3,6010,1411,0,-9.1689,38.714,1557,31,1,1411207415,1727663822,0
GSM,268,3,3010,27641,0,-8.9078,38.5796,2131,11,1,1411210590,1729577702,0
GSM,268,3,3510,21942,0,-7.2477,38.8801,1725,50,1,1411270789,1746555411,0
GSM,268,3,3510,25942,0,-7.1174,38.9609,14588,25,1,1411270789,1741687082,0
GSM,268,6,8210,1763,0,-9.1686,38.7347,500,32,1,1411691850,1727458023,0
GSM,268,3,6010,2313,0,-9.1478,38.7409,1000,24,1,1412088643,1727744282,0
GSM,268,3,6010,5413,0,-9.1518,38.7533,500,46,1,1412088927,1727398502,0
GSM,268,3,6010,2311,0,-9.1481,38.7413,500,43,1,1412147365,1727891291,0
GSM,268,3,6010,10662,0,-9.1485,38.7283,500,33,1,1412147364,1728466205,0
GSM,268,3,6010,12911,0,-9.1495,38.7478,686,27,1,1412704673,1727800142,0
GSM,268,3,6010,9711,0,-9.1406,38.7466,500,32,1,1412808931,1727830801,0
GSM,268,3,6010,3011,0,-9.1576,38.7426,500,36,1,1412822808,1727833623,0
LTE,268,6,48200,266527,0,-9.1243,38.7731,1794,32,1,1412845656,1757746494,0
LTE,268,6,48220,267553,0,-9.1895,38.7486,3323,11,1,1412959779,1758838083,0
GSM,268,3,6010,7813,0,-9.1395,38.744,502,34,1,1412971229,1727830742,0
LTE,268,6,48200,266529,0,-9.1258,38.7696,1457,24,1,1413391271,1764952076,0
LTE,268,6,48220,270881,0,-9.1582,38.7589,1835,23,1,1413562891,1763122442,0
GSM,268,3,12500,19221,0,-8.6259,41.2055,1000,24,1,1413805015,1739785622,0
GSM,268,3,11700,3462,0,-8.6229,41.1694,615,38,1,1413805015,1738836241,0
GSM,268,3,11700,763,0,-8.6299,41.17,1062,21,1,1413805016,1740393424,0
GSM,268,1,18,60551,0,-8.7812,40.0739,12297,25,1,1414181464,1727025365,0
GSM,268,1,18,60552,0,-8.8116,40.0346,1945,13,1,1414181464,1727025246,0
LTE,268,6,48220,279841,0,-9.1725,38.7575,592,27,1,1414430203,1768426325,0
LTE,268,6,48220,378144,0,-9.1939,38.7443,8671,35,1,1414430341,1758838084,0
GSM,268,3,6010,2012,0,-9.1434,38.7333,1000,17,1,1415061282,1727827202,0
GSM,268,3,6010,2013,0,-9.145,38.7345,500,41,1,1415061282,1727744882,0
GSM,268,3,6010,10661,0,-9.1454,38.7306,651,48,1,1415061282,1728381127,0
GSM,268,3,6010,8911,0,-9.1472,38.7349,500,33,1,1415061282,1727654521,0
GSM,268,3,6010,10663,0,-9.1479,38.731,694,38,1,1415061376,1728380949,0
GSM,268,3,6010,2011,0,-9.142,38.7355,500,32,1,1415061376,1727827802,0
LTE,268,6,48220,378145,0,-9.202,38.7427,1136,39,1,1415293872,1758838084,0
LTE,268,6,48200,266528,0,-9.1249,38.7685,635,50,1,1416303351,1764952076,0
GSM,268,3,13500,3372,0,-8.6121,41.5238,1253,27,1,1418149280,1727016605,0
GSM,268,3,15500,2591,0,-8.493,40.4122,3633,50,1,1418855872,1740441721,0
LTE,268,6,48220,539167,0,-9.2047,38.7406,1221,16,1,1419354124,1754679135,0
GSM,268,3,16500,23771,0,-8.3772,41.2958,1054,23,1,1419431591,1735578662,0
GSM,268,3,16500,6971,0,-8.3081,41.3103,8397,36,1,1419431658,1739439782,0
GSM,268,3,1010,8521,0,-9.2193,38.7339,885,121,1,1420721587,1726050304,0
GSM,268,3,1010,2523,0,-9.2163,38.7362,587,200,1,1420721617,1726050423,0
GSM,268,3,2010,17421,0,-9.3338,38.6807,3335,37,1,1420724995,1726921083,0
GSM,268,3,2010,31321,0,-9.398,38.7469,2047,35,1,1420728329,1760802422,0
GSM,268,3,2010,12023,0,-9.4221,38.741,1534,26,1,1420728376,1727083984,0
GSM,268,3,2010,7622,0,-9.4104,38.7226,2292,50,1,1420728489,1727018344,0
GSM,268,3,2010,3723,0,-9.3964,38.7024,1553,26,1,1420728806,1752995533,0
GSM,268,3,2010,40221,0,-9.4125,38.697,1295,27,1,1420735245,1760823121,0
GSM,268,3,2010,9221,0,-9.418,38.6974,5335,29,1,1420735268,1760811661,0
GSM,268,3,2010,9421,0,-9.4035,38.7002,1210,12,1,1420735358,1726926485,0
GSM,268,3,2010,9422,0,-9.4212,38.699,730,27,1,1420735498,1760812141,0
GSM,268,3,2010,4223,0,-9.4223,38.6997,500,26,1,1420735618,1726930690,0
GSM,268,3,2010,4221,0,-9.4199,38.6972,1319,36,1,1420735680,1760815081,0
GSM,268,3,2010,9423,0,-9.4179,38.7043,500,46,1,1420736725,1727018104,0
GSM,268,3,2010,13221,0,-9.4178,38.7158,1442,42,1,1420736801,1727018225,0
GSM,268,3,2010,7623,0,-9.4154,38.7227,1300,28,1,1420736845,1753021263,0
GSM,268,3,1010,19621,0,-9.2734,38.7572,652,50,1,1420745453,1730660042,0
GSM,268,3,2010,18021,0,-9.3652,38.7906,3151,33,1,1420801276,1727084888,0
GSM,268,3,2010,6942,0,-9.3817,38.7936,500,50,1,1420801662,1727085844,0
GSM,268,3,6010,7511,0,-9.136,38.7169,500,43,1,1420815806,1728491881,0
GSM,268,3,6010,7513,0,-9.138,38.7145,650,27,1,1420815890,1728483602,0
GSM,268,3,6010,7512,0,-9.1338,38.7162,500,50,1,1420815960,1728491707,0
GSM,268,3,6010,8112,0,-9.1348,38.7229,500,48,1,1420816170,1727826482,0
GSM,268,3,6010,8111,0,-9.132,38.7238,500,50,1,1420818577,1728386164,0
GSM,268,3,6010,7212,0,-9.1407,38.7148,500,47,1,1420819021,1727501764,0
GSM,268,3,6010,7213,0,-9.1416,38.7157,500,46,1,1420819097,1728488762,0
GSM,268,3,6010,7312,0,-9.1452,38.7197,733,39,1,1420819177,1728465787,0
GSM,268,3,6010,7313,0,-9.1475,38.7228,500,50,1,1420819297,1728465964,0
GSM,268,3,6010,1611,0,-9.1681,38.7218,507,43,1,1420820281,1727319842,0
GSM,268,3,6010,8313,0,-9.1773,38.7067,687,33,1,1420820617,1727796785,0
GSM,268,3,6010,12611,0,-9.1776,38.704,500,39,1,1420820661,1728471966,0
GSM,268,3,1010,11011,0,-9.1895,38.7061,500,44,1,1420820777,1726820950,0
GSM,268,3,1010,11013,0,-9.1918,38.7084,1135,37,1,1420820801,1726821007,0
GSM,268,3,1010,10211,0,-9.1951,38.7091,500,40,1,1420822631,1726821123,0
GSM,268,3,1010,10212,0,-9.1968,38.7075,500,47,1,1420822681,1726821245,0
GSM,268,3,1010,11042,0,-9.2688,38.7656,2184,50,1,1420877718,1730657642,0
GSM,268,3,1010,27572,0,-9.2896,38.7723,740,50,1,1421058214,1730657941,0
GSM,268,3,6010,5812,0,-9.1439,38.7286,500,46,1,1421071076,1728060669,0
GSM,268,3,6010,11513,0,-9.1425,38.7327,1000,19,1,1421071208,1727827082,0
GSM,268,3,6010,11511,0,-9.1385,38.7314,1000,23,1,1421071258,1727827022,0
GSM,268,3,6010,9063,0,-9.1319,38.7319,538,34,1,1421072135,1727826902,0
GSM,268,3,6010,2513,0,-9.1353,38.7369,1000,19,1,1421072335,1727054162,0
GSM,268,3,6010,2512,0,-9.1335,38.7375,500,50,1,1421072347,1727741641,0
GSM,268,3,6010,9411,0,-9.1376,38.741,500,39,1,1421072367,1727830022,0
GSM,268,3,6010,9413,0,-9.1413,38.7396,500,50,1,1421072478,1727829662,0
GSM,268,3,6010,2113,0,-9.1626,38.7381,500,26,1,1421072935,1727891522,0
GSM,268,3,2010,22623,0,-9.3323,38.7077,7439,24,1,1421077240,1752986461,0
GSM,268,3,2010,4323,0,-9.308,38.7087,2962,24,1,1421077349,1753021623,0
GSM,268,3,2010,4322,0,-9.3526,38.6476,8392,27,1,1421077420,1752956701,0
GSM,268,3,2010,5622,0,-9.2737,38.6945,697,50,1,1421077709,1752945722,0
GSM,268,3,2010,19822,0,-9.2993,38.713,10340,24,1,1421078890,1769516161,0
GSM,268,3,1010,412,0,-9.2236,38.6946,1734,24,1,1421152764,1727791689,0
GSM,268,3,2010,9523,0,-9.3563,38.7078,1479,24,1,1421170881,1767126844,0
GSM,268,1,2,53131,0,-9.2281,38.6979,751,42,1,1421188722,1728814985,0
GSM,268,1,2,37032,0,-9.2373,38.7002,740,26,1,1421188722,1760791321,0
GSM,268,3,2010,6841,0,-9.39,38.7964,500,33,1,1421228848,1727086263,0
GSM,268,6,8250,5960,0,-9.2448,38.7204,891,46,1,1421262933,1727510462,0
GSM,268,3,6010,2712,0,-9.1322,38.7467,500,30,1,1421325106,1727315163,0
GSM,268,3,6010,2711,0,-9.1328,38.751,871,38,1,1421325226,1727832362,0
GSM,268,3,6010,1023,0,-9.1385,38.7587,594,42,1,1421325572,1727396584,0
GSM,268,3,6010,13412,0,-9.16,38.7255,500,30,1,1421338186,1727900521,0
GSM,268,3,6010,2413,0,-9.1364,38.732,500,42,1,1421341887,1727827022,0
GSM,268,6,8190,1141,0,-9.131,38.7421,500,46,1,1421605656,1728218044,0
GSM,268,6,8190,1933,0,-9.1478,38.7454,600,50,1,1421664119,1728220511,0
GSM,268,6,8190,10301,0,-9.1537,38.7439,500,40,1,1421682777,1727919302,0
GSM,268,3,1010,15622,0,-9.2014,38.7593,926,49,1,1421693147,1727799366,0
GSM,268,6,8190,1891,0,-9.1467,38.7482,1000,19,1,1421712029,1728218462,0
GSM,268,6,8190,1934,0,-9.1468,38.7427,500,50,1,1421712059,1728220624,0
GSM,268,3,1010,20621,0,-9.249,38.7779,1366,30,1,1421742009,1727019783,0
GSM,268,3,1010,1192,0,-9.1897,38.8339,3235,50,1,1421742489,1727020023,0
GSM,268,3,1010,1191,0,-9.1792,38.8476,4971,28,1,1421742530,1753022463,0
GSM,268,3,1010,8141,0,-9.0937,38.9033,2312,50,1,1421742949,1730656743,0
GSM,268,3,2510,5141,0,-8.9611,39.0281,2568,27,1,1421743941,1726752184,0
GSM,268,3,2510,60142,0,-8.9645,38.9894,7367,21,1,1421748729,1734525242,0
GSM,268,3,2510,5241,0,-8.9867,38.9595,883,50,1,1421748822,1734524641,0
GSM,268,3,1010,7941,0,-9.0578,38.8833,1139,49,1,1421749252,1728079268,0
GSM,268,3,2010,22221,0,-9.2613,38.7019,1000,18,1,1421767417,1760807461,0
GSM,268,3,1010,1921,0,-9.2358,38.6968,1208,28,1,1421767648,1760795702,0
GSM,268,3,1010,113,0,-9.2277,38.6984,642,50,1,1421767678,1752922203,0
GSM,268,3,1010,112,0,-9.223,38.693,1461,28,1,1421767738,1760808781,0
GSM,268,3,1010,312,0,-9.2128,38.6919,1034,27,1,1421767778,1760808061,0
GSM,268,3,6010,1112,0,-9.1824,38.6991,512,38,1,1421767998,1728477484,0
GSM,268,3,6010,1313,0,-9.17,38.7046,594,26,1,1421768128,1728477664,0
GSM,268,3,6010,7712,0,-9.1636,38.7038,502,45,1,1421768148,1728477783,0
GSM,268,3,6010,7711,0,-9.1606,38.7046,1350,33,1,1421768208,1760808421,0
GSM,268,3,6010,14663,0,-9.1535,38.7088,500,50,1,1421768248,1727905997,0
GSM,268,3,6010,7911,0,-9.1539,38.7063,882,29,1,1421768388,1728477845,0
GSM,268,3,6010,6511,0,-9.1559,38.7095,1000,21,1,1421768388,1727470923,0
GSM,268,3,6010,6512,0,-9.1573,38.7068,500,50,1,1421768568,1727906224,0
GSM,268,3,6010,13112,0,-9.1516,38.7068,544,32,1,1421769328,1728130745,0
GSM,268,3,6010,14661,0,-9.1514,38.7102,500,50,1,1421769468,1727905698,0
GSM,268,3,6010,6313,0,-9.1536,38.7112,1000,11,1,1421769549,1727905507,0
GSM,268,3,6010,9011,0,-9.1538,38.7143,502,31,1,1421769599,1727623274,0
GSM,268,3,6010,9013,0,-9.1598,38.713,1000,21,1,1421769718,1728468733,0
GSM,268,3,6010,6213,0,-9.1626,38.7171,500,45,1,1421769798,1727835361,0
GSM,268,3,6010,10361,0,-9.1596,38.7207,2404,21,1,1421769972,1727900527,0
GSM,268,3,6010,4913,0,-9.1635,38.7577,500,48,1,1421770563,1726843926,0
GSM,268,3,2010,4621,0,-9.401,38.6952,6570,43,1,1421833832,1752946621,0
GSM,268,3,2010,4022,0,-9.4261,38.6999,1629,28,1,1421834001,1760811901,0
GSM,268,3,2010,7523,0,-9.4001,38.7369,1000,18,1,1421840910,1760803022,0
GSM,268,3,1010,16123,0,-9.2105,38.7408,799,109,1,1421865921,1726050307,0
GSM,268,6,8190,10300,0,-9.1476,38.7453,500,49,1,1421980521,1727963162,0
GSM,268,6,8250,8546,0,-9.3236,38.6878,1790,23,1,1422074742,1726819867,0
GSM,268,3,1010,12212,0,-9.2201,38.6932,1275,46,1,1422287407,1728474786,0
GSM,268,3,1010,712,0,-9.208,38.6927,907,41,1,1422287506,1760792702,0
GSM,268,3,1010,14562,0,-9.1872,38.6978,515,31,1,1422287627,1728477426,0
GSM,268,3,6010,8312,0,-9.1775,38.7039,500,39,1,1422287756,1728472029,0
GSM,268,3,6010,1311,0,-9.1676,38.7039,500,41,1,1422287977,1728477725,0
GSM,268,3,6010,7912,0,-9.1689,38.7032,1000,18,1,1422288007,1728132726,0
GSM,268,3,6010,10362,0,-9.1639,38.7186,1000,24,1,1422290307,1727835301,0
GSM,268,3,11200,7083,0,-8.63,40.879,697,25,1,1422352486,1741983361,0
GSM,268,3,1010,16423,0,-9.168,38.844,3435,49,1,1422355162,1730657042,0
GSM,268,3,1010,2442,0,-9.1908,38.851,2703,50,1,1422361439,1753022583,0
LTE,268,1,51,849667,0,-8.5084,40.7452,4558,16,1,1422534618,1731103444,0
GSM,268,3,2010,7322,0,-9.3643,38.6371,8145,28,1,1422705640,1752985142,0
GSM,268,3,2010,4122,0,-9.3512,38.6814,2705,41,1,1422706072,1760804822,0
GSM,268,3,2010,5522,0,-9.3493,38.682,1198,27,1,1422706092,1760810221,0
GSM,268,3,2010,5523,0,-9.3646,38.6855,1262,22,1,1422706192,1760810341,0
GSM,268,3,2010,3621,0,-9.3696,38.6869,1000,21,1,1422706222,1752996245,0
GSM,268,3,2010,17922,0,-9.3657,38.6901,1126,27,1,1422706262,1760810581,0
GSM,268,3,14000,4872,0,-8.1771,41.4333,1650,46,1,1422745552,1738310409,0
GSM,268,3,14000,19372,0,-8.1581,41.4461,697,50,1,1422745888,1738332422,0
GSM,268,3,2010,7522,0,-9.3909,38.7389,3975,42,1,1422876667,1767126844,0
GSM,268,3,6010,52273,0,-9.1173,38.7601,619,46,1,1422879269,1727052361,0
GSM,268,3,6010,5672,0,-9.1176,38.7463,500,27,1,1422879369,1726829946,0
GSM,268,3,6010,19021,0,-9.1167,38.7449,1553,50,1,1422879428,1746555382,0
GSM,268,3,6010,18521,0,-9.116,38.7252,500,50,1,1422879698,1727312824,0
GSM,268,3,6010,19023,0,-9.1172,38.7364,500,43,1,1422880298,1726829707,0
GSM,268,3,6010,5671,0,-9.1199,38.7535,715,47,1,1422880419,1726830491,0
GSM,268,3,6010,522,0,-9.1214,38.7619,500,48,1,1422880474,1727052842,0
GSM,268,3,2010,5421,0,-9.3518,38.7104,1135,23,1,1422890227,1767126844,0
GSM,268,3,2010,20422,0,-9.3499,38.7115,1016,23,1,1422892479,1767126844,0
GSM,268,3,2010,20421,0,-9.3446,38.7192,1000,20,1,1422892679,1767126844,0
GSM,268,6,8190,16076,0,-9.1419,38.7442,500,49,1,1422938797,1727962805,0
GSM,268,3,2010,20122,0,-9.3646,38.6852,1741,26,1,1423042947,1760810462,0
GSM,268,3,6010,10112,0,-9.175,38.7495,1124,26,1,1423054630,1727799669,0
GSM,268,3,6010,10113,0,-9.1805,38.7496,500,32,1,1423063473,1727799665,0
GSM,268,3,2010,16721,0,-9.3206,38.6977,1886,50,1,1423154673,1760805421,0
GSM,268,3,2010,4523,0,-9.3318,38.691,1139,26,1,1423154718,1760805541,0
GSM,268,3,2010,4522,0,-9.3184,38.6959,27809,28,1,1423154783,1760805061,0
GSM,268,3,2010,5323,0,-9.3313,38.6754,1383,30,1,1423154823,1752945781,0
GSM,268,3,2010,5322,0,-9.3193,38.674,727,27,1,1423154893,1760809741,0
GSM,268,3,2010,14822,0,-9.3153,38.6787,1357,27,1,1423154933,1760809622,0
GSM,268,3,2010,14821,0,-9.3048,38.6841,3601,31,1,1423155431,1760809502,0
GSM,268,3,2010,13022,0,-9.3085,38.6794,757,50,1,1423155673,1752945722,0
GSM,268,3,6010,5813,0,-9.1484,38.7293,562,29,1,1423231014,1728136028,0
GSM,268,3,6010,9611,0,-9.1498,38.7228,508,31,1,1423231488,1728402786,0
GSM,268,3,6010,7311,0,-9.1459,38.7246,500,44,1,1423231610,1728328322,0
GSM,268,3,6010,9513,0,-9.1461,38.7253,500,35,1,1423236371,1728386583,0
GSM,268,3,6010,12011,0,-9.1523,38.7218,500,44,1,1423305467,1728467646,0
GSM,268,3,3010,943,0,-9.3106,38.6033,10418,6,1,1423636928,1752985142,0
GSM,268,3,2510,65243,0,-9.0214,38.9961,1333,50,1,1423672417,1730656145,0
GSM,268,3,6010,9113,0,-9.1615,38.7209,500,29,1,1423836211,1727900702,0
GSM,268,3,6010,6311,0,-9.1512,38.7135,1000,21,1,1424097644,1727905509,0
GSM,268,3,6010,12861,0,-9.144,38.7425,596,25,1,1424083381,1727829362,0
GSM,268,3,6010,12013,0,-9.1561,38.7209,500,29,1,1424103894,1727803688,0
GSM,268,3,6010,5911,0,-9.1544,38.7201,500,44,1,1424103984,1728467765,0
GSM,268,3,6010,6211,0,-9.1579,38.7154,773,33,1,1424104094,1728467943,0
GSM,268,3,6010,9913,0,-9.1549,38.7156,500,30,1,1424104174,1727835482,0
GSM,268,3,6010,41011,0,-9.1488,38.7168,500,50,1,1424104257,1728124984,0
GSM,268,3,6010,10712,0,-9.1538,38.7564,696,30,1,1424106156,1727398443,0
GSM,268,3,16500,18982,0,-8.2908,41.201,3871,39,1,1424218798,1738575484,0
GSM,268,6,8220,6178,0,-9.1674,38.7584,823,40,1,1424249816,1728175682,0
GSM,268,6,8220,6919,0,-9.1742,38.7586,537,27,1,1424249816,1733449802,0
GSM,268,6,8220,6888,0,-9.1768,38.7575,500,111,1,1424249816,1726620362,0
LTE,268,6,48290,370443,0,-9.146,39.4175,6564,13,1,1469474442,1746998243,0
GSM,268,6,8190,6704,0,-9.1492,38.7522,500,37,1,1424280672,1728220082,0
GSM,268,3,12500,22372,0,-8.5986,41.2728,1351,22,1,1424274185,1728316505,0
GSM,268,3,12500,8873,0,-8.6187,41.26,972,33,1,1424274201,1739189882,0
GSM,268,3,6010,6413,0,-9.1674,38.713,500,45,1,1424342021,1727663762,0
GSM,268,3,6010,1812,0,-9.1692,38.7297,500,49,1,1424344305,1727797082,0
GSM,268,3,6010,5811,0,-9.1433,38.729,500,46,1,1424345091,1728381244,0
GSM,268,3,11700,9362,0,-8.5821,41.1588,1000,24,1,1424368208,1741957982,0
GSM,268,3,11500,6263,0,-8.6868,41.1652,1171,189,1,1424512328,1725792544,0
GSM,268,3,11500,3862,0,-8.6936,41.1905,1300,26,1,1424512370,1735207202,0
GSM,268,3,11500,10562,0,-8.6911,41.1778,923,34,1,1424541115,1730727423,0
GSM,268,3,11500,8461,0,-8.6866,41.19,810,41,1,1424685266,1735207142,0
GSM,268,3,2010,5823,0,-9.3992,38.7113,1293,21,1,1424713699,1760803742,0
GSM,268,3,11500,9862,0,-8.7013,41.1914,2123,46,1,1424713909,1735207802,0
GSM,268,3,11200,7082,0,-8.6184,40.8813,1622,26,1,1424713940,1741995422,0
GSM,268,3,11200,28533,0,-8.606,40.9009,1594,28,1,1424714179,1741976462,0
GSM,268,3,2010,9222,0,-9.4169,38.6868,8318,25,1,1424788711,1760797382,0
GSM,268,3,11500,7063,0,-8.6757,41.1731,668,125,1,1424843541,1726233004,0
GSM,268,3,11500,563,0,-8.6818,41.1578,10192,35,1,1424843741,1739193601,0
GSM,268,3,11100,17481,0,-8.6158,41.0977,1898,50,1,1424872347,1730826601,0
GSM,268,3,1010,511,0,-9.2055,38.6987,1000,20,1,1424877662,1727445849,0
GSM,268,3,1010,711,0,-9.201,38.6962,500,36,1,1424877720,1760792823,0
GSM,268,3,1010,12312,0,-9.1922,38.6969,981,33,1,1424878010,1760795476,0
GSM,268,3,1010,513,0,-9.2116,38.6986,1000,22,1,1424880110,1727788807,0
GSM,268,3,1010,311,0,-9.2142,38.6949,500,37,1,1424880121,1728474667,0
GSM,268,3,11200,28233,0,-8.6076,40.9615,1168,24,1,1424886698,1739891522,0
GSM,268,3,2010,4622,0,-9.4129,38.6642,8365,29,1,1424929899,1760863322,0
GSM,268,3,6010,922,0,-9.1057,38.7459,592,25,1,1424944451,1727312043,0
GSM,268,3,6010,17121,0,-9.1023,38.7418,807,50,1,1424944593,1746555382,0
GSM,268,3,2010,13722,0,-9.4503,38.6907,29328,50,1,1424958720,1760863082,0
GSM,268,3,6010,19123,0,-9.097,38.7593,535,35,1,1424965292,1727750103,0
GSM,268,3,6010,923,0,-9.1066,38.7475,900,32,1,1424965406,1727752681,0
GSM,268,3,6010,52271,0,-9.1077,38.7575,1000,24,1,1424967672,1727311624,0
GSM,268,6,8190,1906,0,-9.147,38.7332,500,37,1,1424969127,1728546242,0
GSM,268,6,8190,1905,0,-9.1447,38.7335,1000,21,1,1424969133,1728545945,0
GSM,268,6,8190,1904,0,-9.1452,38.7358,1000,15,1,1424969127,1728216602,0
GSM,268,6,8190,11531,0,-9.1446,38.7327,1000,10,1,1424969131,1728546124,0
GSM,268,6,8190,11530,0,-9.138,38.7273,1140,17,1,1424969133,1728535922,0
GSM,268,3,12500,8322,0,-8.68,41.2104,1833,50,1,1425030688,1729868523,0
GSM,268,1,7,17503,0,-9.2326,38.7169,500,31,1,1425032532,1739236802,0
GSM,268,1,2,53133,0,-9.2237,38.6962,500,30,1,1425032532,1728815043,0
GSM,268,1,2,46392,0,-9.1994,38.7431,1210,26,1,1425032532,1742203802,0
GSM,268,1,350,40263,0,-9.1532,38.7117,1000,22,1,1425032538,1728509042,0
GSM,268,1,350,63283,0,-9.1509,38.7104,500,31,1,1425032538,1727506683,0
GSM,268,1,350,63281,0,-9.1487,38.7111,500,30,1,1425032538,1727506743,0
GSM,268,1,350,51623,0,-9.1618,38.7134,1000,12,1,1425032538,1727401023,0
GSM,268,1,350,45991,0,-9.1505,38.7121,1000,21,1,1425032538,1728508862,0
GSM,268,1,350,4302,0,-9.1552,38.7132,1000,16,1,1425032538,1727506504,0
GSM,268,3,6010,32311,0,-9.156,38.7132,1000,14,1,1425038969,1727607789,0
GSM,268,6,8190,6428,0,-9.146,38.7395,500,34,1,1425054737,1728216723,0
GSM,268,3,6010,6111,0,-9.1649,38.7183,500,26,1,1425116766,1727835241,0
GSM,268,3,6010,6113,0,-9.1675,38.7179,1000,24,1,1425116814,1727320443,0
GSM,268,3,6010,1511,0,-9.1697,38.7183,500,26,1,1425116904,1727320384,0
GSM,268,3,6010,6112,0,-9.1657,38.7167,1000,20,1,1425117084,1727835242,0
GSM,268,1,13,54113,0,-8.7482,41.3988,1271,21,1,1425299762,1756055597,0
GSM,268,1,13,7333,0,-8.7363,41.4394,2217,27,1,1425299762,1741286341,0
GSM,268,1,13,7331,0,-8.7475,41.466,3769,29,1,1425299766,1734020702,0
GSM,268,1,13,7332,0,-8.7236,41.4504,1173,50,1,1425299767,1740665221,0
GSM,268,1,7,17512,0,-9.2322,38.7167,633,33,1,1425379417,1742174282,0
GSM,268,3,1010,13963,0,-9.2039,38.7039,1529,50,1,1425394295,1727107866,0
GSM,268,1,13,54193,0,-8.7283,41.3723,1704,9,1,1425399634,1738114682,0
GSM,268,3,2010,5822,0,-9.399,38.6989,1669,27,1,1425534671,1760803862,0
GSM,268,3,6010,52272,0,-9.1102,38.7495,1383,27,1,1425563464,1727270467,0
GSM,268,3,6010,821,0,-9.1211,38.7559,1015,49,1,1425839445,1726830486,0
GSM,268,3,2010,19522,0,-9.3917,38.7273,3554,10,1,1425917085,1767126844,0
GSM,268,3,2010,3523,0,-9.3986,38.7234,2963,28,1,1425917147,1753021383,0
GSM,268,3,2010,3521,0,-9.3849,38.7175,2900,26,1,1425917299,1767126844,0
GSM,268,3,2010,3721,0,-9.383,38.7076,3061,39,1,1425917437,1767126844,0
GSM,268,1,2,46393,0,-9.2025,38.7433,521,39,1,1426159134,1741831621,0
GSM,268,3,2010,4822,0,-9.3281,38.6972,1484,50,1,1426177422,1760805301,0
GSM,268,3,2010,22222,0,-9.2679,38.6961,816,50,1,1426193808,1752945722,0
GSM,268,3,2010,5221,0,-9.2779,38.697,1602,28,1,1426193828,1760809021,0
GSM,268,3,2010,21721,0,-9.2874,38.6924,2595,28,1,1426193858,1760806742,0
GSM,268,3,2010,5222,0,-9.2912,38.6904,739,28,1,1426193918,1760806501,0
GSM,268,3,2010,17422,0,-9.3397,38.6789,1507,28,1,1426199939,1760810101,0
GSM,268,3,2010,17923,0,-9.375,38.6936,3853,28,1,1426200169,1760810701,0
GSM,268,3,2010,3722,0,-9.3895,38.6945,1184,25,1,1426200209,1760810941,0
GSM,268,3,2010,973,0,-9.3994,38.6998,1743,28,1,1426200269,1760811181,0
GSM,268,3,2010,5821,0,-9.3959,38.7086,972,35,1,1426204780,1760790241,0
GSM,268,3,6010,5613,0,-9.1472,38.7562,1000,20,1,1426254151,1727831102,0
GSM,268,3,6010,13623,0,-9.104,38.7641,500,44,1,1426444546,1727752501,0
GSM,268,3,2010,4922,0,-9.374,38.7103,2236,38,1,1426782990,1767126844,0
GSM,268,1,350,47502,0,-9.1602,38.7242,1000,18,1,1426898233,1728821943,0
