radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,268,3,163,72479413,-1,-8.1066,37.0707,1000,4,1,1720678516,1728718160,0
LTE,268,3,163,72487093,-1,-8.1024,37.0685,1000,9,1,1720679045,1728718160,0
LTE,268,3,163,72487054,-1,-8.0901,37.0621,1149,8,1,1720679506,1728718203,0
LTE,268,3,163,72481975,-1,-8.099,37.0669,1000,3,1,1720679596,1728718160,0
LTE,268,3,163,72481964,-1,-8.0977,37.0664,1000,2,1,1720679716,1728718160,0
LTE,268,3,161,72028854,-1,-8.6711,37.0836,1000,21,1,1720758052,1728718162,0
LTE,268,3,161,72028844,-1,-8.6703,37.084,500,25,1,1720758131,1728718161,0
LTE,268,3,161,72000694,-1,-8.6686,37.0872,1000,5,1,1720758791,1728718161,0
LTE,268,3,161,72000684,-1,-8.6688,37.087,1000,4,1,1720758851,1728718161,0
LTE,268,3,161,72215724,-1,-8.6688,37.0833,1000,4,1,1720758871,1728718161,0
LTE,268,3,161,72216000,-1,-8.6689,37.0836,1000,9,1,1720758891,1728718161,0
LTE,268,3,3,608810,-1,-8.6683,37.0874,1000,4,1,1720759021,1728718161,0
LTE,268,3,161,72215694,-1,-8.6688,37.0816,1000,5,1,1720759541,1728718161,0
LTE,268,3,161,72215734,-1,-8.6694,37.0839,1000,2,1,1720760161,1728718161,0
LTE,268,3,161,72026293,-1,-8.6725,37.0826,500,26,1,1720760921,1728718161,0
LTE,268,3,161,72028814,-1,-8.6711,37.0826,1000,2,1,1720761101,1728718161,0
LTE,268,3,161,71949485,-1,-8.6689,37.0811,1000,3,1,1720761111,1728718161,0
LTE,268,3,161,72571574,-1,-8.6694,37.0812,1000,2,1,1720761421,1728718161,0
LTE,268,3,161,72026283,-1,-8.6707,37.0821,1000,12,1,1720761451,1728718161,0
LTE,268,3,161,72026253,-1,-8.6714,37.0821,1000,4,1,1720761571,1728718161,0
LTE,268,1,161,72026293,-1,-8.6731,37.0824,1000,4,1,1720761581,1728718161,0
UMTS,268,3,31300,27250645,78,-8.6687,37.0804,1000,2,1,1720763551,1728718161,0
LTE,268,3,161,72305324,-1,-8.6712,37.0809,1000,3,1,1720763821,1728718161,0
LTE,268,3,161,72305334,-1,-8.6716,37.0812,1000,6,1,1720763851,1728718161,0
LTE,268,3,161,71990454,-1,-8.6691,37.0801,1000,2,1,1720763881,1728718161,0
LTE,268,3,161,72313004,-1,-8.9949,37.0236,1000,4,1,1720774761,1728718162,0
LTE,268,3,161,72533134,-1,-8.8487,37.2034,23788,11,1,1720775361,1770293765,0
UMTS,268,3,31900,26400408,149,-8.0958,37.0695,611,50,1,1720845954,1728718203,0
UMTS,268,3,31900,26400386,177,-8.0969,37.0673,500,50,1,1720846060,1728718175,0
UMTS,268,3,31900,26400387,178,-8.0962,37.0663,685,50,1,1720846080,1728718176,0
UMTS,268,3,31900,26400338,433,-8.0988,37.0678,538,48,1,1720846190,1728718175,0
UMTS,268,3,31900,26400367,414,-8.0995,37.0673,500,50,1,1720846360,1728718176,0
UMTS,268,3,31900,26400388,176,-8.1005,37.0668,500,49,1,1720846440,1728718176,0
UMTS,268,3,31900,26403996,398,-8.1039,37.0677,515,39,1,1720846780,1728718176,0
UMTS,268,3,31900,26400368,413,-8.1035,37.0684,500,50,1,1720846910,1728718176,0
UMTS,268,3,31900,26403997,397,-8.107,37.069,1000,5,1,1720849740,1728718176,0
UMTS,268,3,31900,26400326,292,-8.106,37.0714,500,31,1,1720854644,1728718176,0
UMTS,268,3,31900,26400327,290,-8.1058,37.0705,500,28,1,1720854644,1728718176,0
UMTS,268,3,31900,26400328,291,-8.1066,37.0702,1000,6,1,1720854644,1728718176,0
UMTS,268,3,31900,26400366,412,-8.103,37.0702,500,50,1,1720855242,1728718176,0
UMTS,268,3,31900,26400337,434,-8.0955,37.0704,518,50,1,1720856152,1728718175,0
UMTS,268,3,31900,26400406,147,-8.0933,37.067,921,50,1,1720865488,1728718176,0
UMTS,268,3,31900,26400407,148,-8.0922,37.0641,1228,50,1,1720920837,1728718176,0
UMTS,268,3,31500,26334912,273,-8.0879,37.0613,624,26,1,1720921047,1728718166,0
UMTS,268,3,31900,26400097,63,-8.0929,37.0705,1780,23,1,1720921367,1728718175,0
UMTS,268,3,31900,26400287,25,-8.0807,37.0575,1000,2,1,1720921487,1728718164,0
UMTS,268,3,31900,26399677,258,-8.0797,37.0572,1000,3,1,1720921517,1728718164,0
UMTS,268,3,31900,26400117,299,-8.0797,37.0572,1000,3,1,1720921517,1728718164,0
UMTS,268,3,31500,26334911,272,-8.079,37.056,2878,48,1,1720921567,1728718166,0
UMTS,268,3,31500,26334991,422,-8.0696,37.0506,1105,25,1,1720922217,1728718166,0
UMTS,268,3,31500,26335022,246,-8.0608,37.0453,1147,30,1,1720922587,1728718165,0
UMTS,268,3,31500,26335082,157,-8.0646,37.0476,1869,36,1,1720922777,1728718166,0
UMTS,268,3,31500,26315132,110,-8.0575,37.0434,1000,7,1,1720922877,1728718165,0
UMTS,268,3,31500,26334992,423,-8.0741,37.0533,1000,12,1,1720923547,1728718166,0
UMTS,268,3,31300,27250316,145,-8.4377,37.1907,1000,12,1,1720951701,1728718166,0
UMTS,268,3,31300,27250284,247,-8.4377,37.1907,1000,9,1,1720951701,1728718166,0
UMTS,268,3,31300,27250285,246,-8.4381,37.1908,1000,5,1,1720951701,1728718166,0
UMTS,268,3,31300,27249936,91,-8.5548,37.3185,1000,4,1,1720960576,1728718166,0
UMTS,268,3,31300,27249935,90,-8.5674,37.3158,3436,4,1,1720960576,1728718166,0
UMTS,268,3,31300,27250055,195,-8.5937,37.3135,1233,9,1,1720962038,1728718167,0
UMTS,268,3,31300,27250005,174,-8.596,37.3127,1018,6,1,1720962038,1728718167,0
UMTS,268,3,31300,27250484,10,-8.5948,37.3139,1189,31,1,1720962038,1728718167,0
UMTS,268,3,31300,27252094,238,-8.5923,37.314,1370,13,1,1720962038,1728718167,0
UMTS,268,3,31300,27250126,221,-8.603,37.3111,1085,9,1,1720962038,1728718167,0
UMTS,268,3,31300,27250664,208,-8.6064,37.3098,1000,9,1,1720962230,1728718166,0
UMTS,268,3,31300,27249795,241,-8.5994,37.3153,1000,16,1,1720962287,1728718167,0
UMTS,268,3,31300,27249994,11,-8.5988,37.3159,1000,17,1,1720962307,1728718167,0
UMTS,268,3,31300,27249845,299,-8.5977,37.3164,1000,13,1,1720962327,1728718167,0
UMTS,268,3,31300,27249745,337,-8.5973,37.3165,1000,12,1,1720962337,1728718167,0
UMTS,268,3,31300,27250396,472,-8.5929,37.3159,1000,8,1,1720962417,1728718167,0
UMTS,268,3,31300,27251184,225,-8.5931,37.316,1000,2,1,1720962507,1728718167,0
UMTS,268,3,31300,27251435,377,-8.593,37.3158,1000,3,1,1720962567,1728718167,0
UMTS,268,3,31700,26395677,373,-8.593,37.316,1000,2,1,1720962577,1728718167,0
UMTS,268,3,31300,27251704,328,-8.5928,37.3157,1000,3,1,1720962717,1728718167,0
UMTS,268,3,31300,27251656,245,-8.5927,37.3156,1000,2,1,1720962787,1728718167,0
UMTS,268,3,31300,27250324,180,-8.592,37.3154,1000,2,1,1720963007,1728718167,0
UMTS,268,3,31700,26404417,261,-8.5916,37.3151,1000,3,1,1720963137,1728718167,0
UMTS,268,3,31700,26396308,385,-8.5899,37.3152,1000,4,1,1720963317,1728718167,0
UMTS,268,3,31700,26396328,93,-8.5896,37.3154,1000,2,1,1720963447,1728718167,0
UMTS,268,3,31300,27250264,135,-8.5891,37.3151,1000,3,1,1720963657,1728718167,0
UMTS,268,3,31300,26396308,385,-8.5886,37.3151,1000,2,1,1720963757,1728718167,0
UMTS,268,3,31300,27252014,389,-8.5894,37.3152,1000,6,1,1720963947,1728718167,0
UMTS,268,3,31300,27252884,301,-8.589,37.3151,1000,2,1,1720963987,1728718167,0
UMTS,268,3,31300,27250455,5,-8.5892,37.3151,1000,5,1,1720964007,1728718167,0
UMTS,268,3,31300,27252274,199,-8.5907,37.3154,1000,9,1,1720964197,1728718167,0
UMTS,268,3,31900,26399948,238,-8.5928,37.316,1000,2,1,1720964447,1728718167,0
UMTS,268,3,31200,67550,400,-9.1433,38.734,1000,9,1,1721018822,1728718167,0
UMTS,268,3,31200,74952,292,-9.1434,38.7346,1000,6,1,1721018822,1728718167,0
UMTS,268,3,31200,79301,36,-9.1432,38.7338,1000,10,1,1721018822,1728718167,0
UMTS,268,3,31200,67552,402,-9.1434,38.7336,1000,11,1,1721018822,1728718167,0
UMTS,268,3,31200,105450,484,-9.1435,38.7352,1000,3,1,1721018822,1728718167,0
UMTS,268,3,31200,67551,401,-9.1434,38.7326,1000,7,1,1721019042,1728718167,0
UMTS,268,3,31200,71352,469,-9.1433,38.7289,1000,18,1,1721019412,1728718168,0
UMTS,268,3,31200,71350,467,-9.143,38.7285,1000,8,1,1721019422,1728718168,0
UMTS,268,3,31200,71351,468,-9.1421,38.7271,1000,8,1,1721020252,1728718168,0
UMTS,268,3,31200,89754,170,-9.1419,38.727,1000,7,1,1721020322,1728718168,0
UMTS,268,3,31200,89753,169,-9.142,38.7271,1000,8,1,1721020432,1728718168,0
UMTS,268,3,31200,89752,168,-9.14,38.723,1000,17,1,1721020780,1728718168,0
UMTS,268,3,31200,73652,226,-9.1398,38.7214,1000,9,1,1721021152,1728718168,0
UMTS,268,3,31200,79000,59,-9.1398,38.7213,1000,4,1,1721021272,1728718168,0
UMTS,268,3,31200,102153,503,-9.1399,38.7211,1000,5,1,1721021332,1728718168,0
UMTS,268,3,31200,79001,60,-9.1398,38.7211,1000,4,1,1721021642,1728718168,0
UMTS,268,3,31200,75151,294,-9.1425,38.7189,1000,9,1,1721027592,1728718168,0
UMTS,268,3,31200,71740,495,-9.1392,38.7121,1000,3,1,1721034092,1728718169,0
UMTS,268,3,31200,80050,243,-9.1405,38.7109,1000,11,1,1721037212,1728718169,0
UMTS,268,3,31200,71400,440,-9.1403,38.7086,1000,7,1,1721039682,1728718169,0
UMTS,268,3,31200,81402,45,-9.1386,38.707,1000,11,1,1721039772,1728718169,0
UMTS,268,3,31200,71402,199,-9.1389,38.7067,1000,22,1,1721040032,1728718169,0
UMTS,268,3,31200,72651,332,-9.1333,38.708,1000,10,1,1721041872,1728718170,0
UMTS,268,3,31200,75950,272,-9.1332,38.708,1000,10,1,1721041942,1728718170,0
LTE,268,3,163,72479415,-1,-8.1086,37.0701,1000,3,1,1721123684,1728718170,0
LTE,268,3,163,72476854,-1,-8.1106,37.0707,1000,6,1,1721123804,1728718170,0
LTE,268,3,163,72474294,-1,-8.1156,37.072,1000,4,1,1721124104,1728718171,0
LTE,268,3,163,72474284,-1,-8.1012,37.0655,3231,18,1,1721124114,1728718203,0
LTE,268,3,163,72476844,-1,-8.1109,37.0708,1000,11,1,1721124124,1728718171,0
LTE,268,3,163,72474560,-1,-8.0586,37.044,2433,50,1,1721124164,1728718203,0
LTE,268,3,163,72474295,-1,-8.1199,37.0734,1000,6,1,1721124534,1728718171,0
LTE,268,3,163,72474561,-1,-8.1197,37.074,1000,13,1,1721124554,1728718171,0
LTE,268,3,163,72474285,-1,-8.1193,37.0732,1000,12,1,1721124594,1728718171,0
LTE,268,3,163,72464320,-1,-8.1199,37.0772,1000,12,1,1721125054,1728718171,0
LTE,268,3,163,72474559,-1,-8.1187,37.0752,1000,6,1,1721125454,1728718171,0
LTE,268,3,163,72469163,-1,-8.12,37.0786,1000,13,1,1721126204,1728718170,0
LTE,268,3,163,72469173,-1,-8.12,37.0787,1000,19,1,1721126264,1728718170,0
UMTS,268,3,31900,26400266,231,-8.1175,37.0778,1000,2,1,1721126684,1728718170,0
LTE,268,3,163,72469133,-1,-8.1175,37.0777,1000,2,1,1721126724,1728718170,0
LTE,268,3,163,72464044,-1,-8.1201,37.0782,1000,7,1,1721126784,1728718170,0
LTE,268,3,163,72464054,-1,-8.1198,37.0783,1000,6,1,1721126934,1728718170,0
LTE,268,3,163,72464014,-1,-8.1195,37.0778,1000,2,1,1721127124,1728718170,0
LTE,268,3,163,72474254,-1,-8.1178,37.0725,1000,3,1,1721133194,1728718171,0
LTE,268,3,163,72474255,-1,-8.1178,37.0725,1000,2,1,1721133314,1728718171,0
LTE,268,3,163,72479405,-1,-8.108,37.0697,1000,4,1,1721134424,1728718171,0
LTE,268,3,163,72492175,-1,-8.0945,37.0659,1000,5,1,1721136955,1728718203,0
LTE,268,3,161,71962285,-1,-8.4712,37.0968,1000,2,1,1721215896,1728718172,0
LTE,268,3,162,72133774,-1,-7.817,37.0334,1000,18,1,1721382222,1728718173,0
LTE,268,3,162,72123575,-1,-7.8136,37.0325,1000,13,1,1721383012,1728718173,0
LTE,268,3,162,72123535,-1,-7.8155,37.033,1000,20,1,1721383192,1728718173,0
LTE,268,3,162,72149163,-1,-7.8154,37.032,1000,5,1,1721383472,1728718173,0
LTE,268,3,162,72149173,-1,-7.8172,37.0316,1000,6,1,1721383492,1728718173,0
LTE,268,3,162,72141494,-1,-7.8153,37.0315,1000,5,1,1721383502,1728718173,0
LTE,268,3,162,72123565,-1,-7.814,37.0322,1000,16,1,1721385932,1728718173,0
LTE,268,3,162,72141484,-1,-7.8134,37.03,1000,2,1,1721386172,1728718173,0
UMTS,268,3,31900,26400186,232,-8.0952,37.0724,500,32,1,1721546471,1728718175,0
UMTS,268,3,31900,26400336,435,-8.0979,37.0722,702,38,1,1721546867,1728718175,0
UMTS,268,3,31900,26400277,319,-8.0992,37.0724,500,26,1,1721547467,1728718175,0
UMTS,268,3,31900,26400316,145,-8.1042,37.0725,1000,14,1,1721566563,1728718176,0
UMTS,268,3,31900,26400278,317,-8.1055,37.0719,1000,16,1,1721566583,1728718176,0
LTE,268,1,163,72487084,-1,-8.0898,37.0622,1000,2,1,1721786110,1728718202,0
LTE,268,3,162,72251564,-1,-8.0446,37.036,1000,3,1,1721788050,1728718203,0
LTE,268,3,162,22536639,-1,-8.0503,37.0393,787,30,1,1721788140,1728718203,0
LTE,268,3,162,72251565,-1,-8.0598,37.0447,1000,10,1,1721788790,1728718203,0
LTE,268,3,162,72251575,-1,-8.0581,37.0437,1000,2,1,1721788810,1728718203,0
LTE,268,3,162,72246444,-1,-8.0674,37.0492,1000,8,1,1721789050,1728718203,0
LTE,268,3,162,72246454,-1,-8.0656,37.0481,1000,7,1,1721789060,1728718203,0
LTE,268,3,162,72246445,-1,-8.0722,37.0521,1000,3,1,1721789370,1728718203,0
LTE,268,3,162,72246455,-1,-8.0715,37.0517,1000,2,1,1721789410,1728718203,0
LTE,268,3,162,72236204,-1,-8.0747,37.0536,1000,2,1,1721789540,1728718203,0
LTE,268,3,162,72236214,-1,-8.0756,37.0542,1000,6,1,1721789550,1728718203,0
GSM,268,1,16,46758,-1,-8.6958,41.188,500,42,1,1728732488,1728749102,0
GSM,268,1,16,41685,-1,-8.6956,41.1901,500,44,1,1728732611,1728749223,0
GSM,268,1,16,41661,-1,-8.699,41.1875,1000,15,1,1728738322,1728748449,0
GSM,268,1,16,46753,-1,-8.6946,41.1819,1967,22,1,1728740332,1741925582,0
GSM,268,1,15,46777,-1,-8.6006,41.1493,1000,15,1,1728810156,1730971322,0
GSM,268,1,2,65058,-1,-9.2178,38.718,668,45,1,1728814393,1742088061,0
GSM,268,1,2,65060,-1,-9.224,38.7143,689,50,1,1728814428,1742088002,0
GSM,268,1,2,41148,-1,-9.2272,38.7153,1000,23,1,1728814455,1742174342,0
GSM,268,1,7,44984,-1,-9.2361,38.7182,1000,5,1,1728814510,1728814563,0
GSM,268,1,2,43544,-1,-9.2254,38.7048,1000,22,1,1728814880,1755872161,0
GSM,268,1,11,47088,-1,-8.6732,41.1546,500,31,1,1728819861,1728820026,0
GSM,268,1,11,47086,-1,-8.6704,41.1531,1000,20,1,1728819977,1728820026,0
GSM,268,1,11,45527,-1,-8.6653,41.151,1000,13,1,1728820005,1728820084,0
GSM,268,1,11,46255,-1,-8.6594,41.1507,1000,15,1,1728820103,1728820203,0
GSM,268,1,11,64210,-1,-8.6521,41.1525,1000,9,1,1728820210,1728820263,0
GSM,268,6,8820,23606,-1,-8.7976,41.7184,1000,1,1,1728822122,1728822122,0
GSM,268,1,2,42877,-1,-9.2188,38.7208,763,36,1,1728822276,1741999262,0
GSM,268,1,2,65063,-1,-9.2212,38.7163,789,50,1,1728822305,1742174342,0
GSM,268,1,15,45484,-1,-8.6182,41.1526,1000,10,1,1728835512,1729442343,0
GSM,268,1,15,45436,-1,-8.6187,41.1513,1000,14,1,1728835542,1729442402,0
GSM,268,1,19500,5981,-1,-7.9713,41.4356,1443,8,1,1728885063,1730138643,0
GSM,268,6,8830,7330,-1,-8.322,41.4632,1000,2,1,1728889497,1738666223,0
GSM,268,6,8850,2553,-1,-8.1499,41.3122,732,37,1,1728889590,1728890282,0
GSM,268,6,8830,21249,-1,-8.3185,41.4834,1000,6,1,1728889797,1738666503,0
GSM,268,6,8830,7291,-1,-8.3126,41.4836,1000,7,1,1728890397,1738688342,0
GSM,268,6,8850,23184,-1,-8.203,41.2826,897,37,1,1728890629,1728890763,0
GSM,268,3,19500,42601,-1,-7.892,41.577,753,50,1,1728890665,1729063803,0
GSM,268,6,8850,7716,-1,-8.1998,41.2344,1519,41,1,1728890902,1741713062,0
GSM,268,6,8850,7232,-1,-8.2081,41.2399,1000,7,1,1728891075,1739387770,0
GSM,268,3,19500,34252,-1,-7.9027,41.5781,1000,19,1,1728891259,1729063862,0
GSM,268,3,19500,34251,-1,-7.9088,41.5842,717,50,1,1728891309,1729064043,0
GSM,268,1,11,46915,-1,-8.576,41.1433,500,26,1,1728891582,1729004403,0
GSM,268,6,8850,7270,-1,-8.3986,41.1649,1000,2,1,1728891918,1728891962,0
GSM,268,6,8840,25526,-1,-8.4557,41.0895,1000,7,1,1728892616,1728892682,0
GSM,268,6,8700,25544,-1,-8.4766,41.0489,843,25,1,1728892825,1742023262,0
GSM,268,6,8700,2958,-1,-8.5236,41.0202,1000,17,1,1728893052,1742023442,0
GSM,268,6,8700,8504,-1,-8.6176,41.0009,1143,2,1,1728898711,1738253402,0
GSM,268,6,8840,25550,-1,-8.6327,41.0404,1000,8,1,1728898875,1741615682,0
GSM,268,6,8840,2898,-1,-8.6387,41.0474,1000,7,1,1728898912,1728898982,0
GSM,268,6,8840,4648,-1,-8.6143,41.0855,1460,28,1,1728899117,1728899282,0
GSM,268,6,8840,4647,-1,-8.5937,41.0917,1000,7,1,1728899256,1728899342,0
GSM,268,6,8840,25472,-1,-8.6472,41.2405,1000,8,1,1728900698,1740675842,0
GSM,268,6,8840,25605,-1,-8.6309,41.2498,1000,11,1,1728900872,1740683401,0
GSM,268,6,8840,25604,-1,-8.6331,41.2563,1000,13,1,1728900948,1728902402,0
GSM,268,6,8840,25299,-1,-8.6274,41.2586,1147,49,1,1728900987,1728903002,0
GSM,268,6,8840,7692,-1,-8.6438,41.2576,1000,6,1,1728901067,1728902341,0
GSM,268,6,8840,13209,-1,-8.6377,41.2589,1000,24,1,1728901086,1728902401,0
GSM,268,6,8840,7136,-1,-8.6181,41.25,1000,7,1,1728903043,1728903121,0
GSM,268,6,8850,4035,-1,-8.1007,41.3305,1519,23,1,1728907938,1740848341,0
GSM,268,3,19500,54081,-1,-7.931,41.5637,2985,4,1,1728911135,1728974402,0
GSM,268,1,11,44142,-1,-8.6697,41.133,1000,20,1,1728911474,1729264382,0
GSM,268,6,8810,23388,-1,-7.8659,41.529,591,33,1,1728912578,1740156422,0
GSM,268,3,19500,1681,-1,-7.8969,41.6209,6296,33,1,1728912578,1738829523,0
GSM,268,1,701,7300,-1,-7.8853,41.5746,606,42,1,1728912587,1728913083,0
GSM,268,1,711,30008,-1,-7.2392,37.9468,4471,12,1,1728916489,1733151122,0
GSM,268,3,4510,11833,-1,-7.2962,38.1244,3136,9,1,1728918140,1729763761,0
GSM,268,3,19500,42581,-1,-8.0352,41.4399,982,46,1,1728919755,1732083662,0
GSM,268,1,701,7355,-1,-7.8468,41.5487,2273,49,1,1728919766,1733505961,0
GSM,268,1,701,7368,-1,-7.9067,41.4992,609,40,1,1728919766,1739431622,0
GSM,268,6,8850,11135,-1,-7.9309,41.5764,1267,50,1,1728920850,1729064402,0
GSM,268,6,8850,11136,-1,-7.966,41.4813,13779,22,1,1728921260,1732781280,0
GSM,268,6,8850,23858,-1,-7.9451,41.5575,500,50,1,1728921347,1729064823,0
GSM,268,6,8850,23743,-1,-7.9452,41.5592,1000,7,1,1728921371,1728921602,0
GSM,268,6,8850,9287,-1,-7.9485,41.5486,500,25,1,1728921584,1728973982,0
GSM,268,6,8850,10196,-1,-7.9538,41.536,2317,24,1,1728921606,1729065902,0
GSM,268,3,19500,40881,-1,-7.9851,41.5202,1000,22,1,1728922528,1735824901,0
GSM,268,3,19500,40883,-1,-7.9916,41.5141,989,45,1,1728922600,1735824901,0
LTE,268,6,48800,500256,0,-8.6927,41.1821,1000,1,1,1728873213,1728873213,0
GSM,268,1,701,3367,-1,-7.9583,41.4591,1174,35,1,1728971806,1739430676,0
GSM,268,6,8850,7367,-1,-7.9739,41.4874,628,50,1,1728972265,1729076522,0
GSM,268,6,8850,7368,-1,-7.9832,41.4935,500,50,1,1728972389,1729075382,0
GSM,268,6,8850,23844,-1,-8.0096,41.5035,2138,50,1,1728972600,1729074242,0
GSM,268,6,8850,23264,-1,-8.0335,41.5071,1297,48,1,1728972670,1729073883,0
GSM,268,6,8850,23845,-1,-7.9836,41.5185,895,50,1,1728972729,1729066202,0
GSM,268,6,8850,8803,-1,-8.0039,41.5088,2888,26,1,1728972933,1729074062,0
GSM,268,1,701,3290,-1,-7.9389,41.4589,4694,22,1,1728973597,1740158342,0
GSM,268,1,701,3284,-1,-7.9511,41.5308,1000,17,1,1728973597,1728973742,0
GSM,268,3,19500,982,-1,-7.9456,41.5582,1000,5,1,1728974343,1728974402,0
GSM,268,3,19500,26531,-1,-7.9484,41.5496,1111,34,1,1728974344,1729064882,0
GSM,268,3,19500,5683,-1,-8.037,41.5118,1518,42,1,1728974348,1735829941,0
GSM,268,6,8810,23382,-1,-7.8652,41.5456,4617,21,1,1728975450,1740156241,0
GSM,268,6,8810,9986,-1,-7.8772,41.5686,1000,1,1,1728975453,1728975453,0
GSM,268,1,11,41997,-1,-8.6673,41.1299,1000,24,1,1728992252,1741866362,0
GSM,268,1,11,41538,-1,-8.5753,41.1442,1000,5,1,1729004454,1729004526,0
GSM,268,6,8820,23816,-1,-8.7459,41.3952,1000,1,1,1729034530,1729034530,0
GSM,268,6,8820,23315,-1,-8.8094,41.9279,1000,1,1,1729038428,1729038428,0
GSM,268,6,8850,11164,-1,-8.0083,41.359,1000,15,1,1729056026,1739294642,0
GSM,268,6,8850,3872,-1,-8.0053,41.3477,2789,20,1,1729056119,1732540263,0
GSM,268,6,8810,23389,-1,-7.9816,41.4032,1000,7,1,1729056432,1729056542,0
GSM,268,6,19500,29983,-1,-8.0007,41.3729,1388,13,1,1729057150,1733162702,0
GSM,268,1,701,3276,-1,-7.9833,41.4884,2528,37,1,1729057703,1732829102,0
GSM,268,1,701,3296,-1,-7.9276,41.4926,1668,50,1,1729058971,1739431383,0
GSM,268,1,19500,26633,-1,-7.957,41.488,1000,8,1,1729059319,1729059362,0
GSM,268,1,701,7310,-1,-7.881,41.5268,651,50,1,1729060028,1733506263,0
GSM,268,1,701,7306,-1,-7.8634,41.5336,11822,45,1,1729060334,1736508843,0
GSM,268,1,701,7304,-1,-7.8437,41.5567,927,50,1,1729060693,1733505841,0
GSM,268,1,701,7308,-1,-7.8544,41.5613,1234,48,1,1729060754,1729871281,0
GSM,268,1,701,7426,-1,-7.8612,41.5668,595,34,1,1729061060,1729871222,0
GSM,268,3,19500,42501,-1,-7.9449,41.5267,9911,27,1,1729063629,1732517402,0
GSM,268,3,19500,26631,-1,-7.9501,41.5317,1375,50,1,1729063774,1729065541,0
GSM,268,6,8850,8804,-1,-8.0009,41.4986,7304,29,1,1729065573,1732729861,0
GSM,268,6,8850,23266,-1,-8.0627,41.5157,1208,50,1,1729065972,1729073521,0
GSM,268,6,8850,23760,-1,-8.1199,41.4414,880,48,1,1729066420,1738307704,0
GSM,268,6,8850,9209,-1,-8.1045,41.4819,4109,39,1,1729066665,1737443891,0
GSM,268,6,8850,9210,-1,-8.1269,41.4449,2095,46,1,1729066764,1738308672,0
GSM,268,6,8850,7032,-1,-8.162,41.4578,3634,50,1,1729066922,1729235583,0
GSM,268,6,8850,4584,-1,-8.143,41.4688,1910,30,1,1729066956,1729235282,0
GSM,268,6,8850,9211,-1,-8.1304,41.4757,1877,50,1,1729067084,1729072682,0
GSM,268,6,8850,4585,-1,-8.1557,41.4759,1000,16,1,1729067746,1729072141,0
GSM,268,6,8850,4592,-1,-8.157,41.4825,1002,50,1,1729067803,1729072082,0
GSM,268,6,8830,9746,-1,-8.1778,41.4967,2158,23,1,1729067833,1729072022,0
GSM,268,6,8830,9214,-1,-8.1666,41.5031,864,50,1,1729068029,1729071602,0
GSM,268,6,8830,9215,-1,-8.1825,41.5046,500,50,1,1729069311,1729071422,0
GSM,268,6,8830,9213,-1,-8.1609,41.4962,520,50,1,1729069436,1729071902,0
GSM,268,6,8850,3343,-1,-8.157,41.4463,842,49,1,1729071665,1738308966,0
GSM,268,3,7510,41571,-1,-8.3751,40.0614,1000,5,1,1729071674,1740418863,0
GSM,268,6,8850,9288,-1,-8.0158,41.5046,1528,50,1,1729072610,1729074122,0
GSM,268,1,15,46967,-1,-8.6234,41.1386,1000,22,1,1729076317,1729078202,0
GSM,268,6,8810,23236,-1,-7.8969,41.5121,1000,16,1,1729076517,1729078442,0
GSM,268,3,19500,49321,-1,-7.8751,41.5624,1000,2,1,1729078659,1729080783,0
GSM,268,1,701,7356,-1,-7.8741,41.5658,500,40,1,1729080451,1729083301,0
GSM,268,1,14,42558,-1,-8.6014,41.1376,1000,16,1,1729080690,1729083062,0
GSM,268,1,29,46299,-1,-8.1128,41.3291,2925,26,1,1729093469,1741806962,0
GSM,268,1,701,31561,-1,-8.0292,41.3414,2767,50,1,1729094400,1736507583,0
GSM,268,3,11100,12282,-1,-8.4959,41.1087,3043,22,1,1729154909,1736792102,0
GSM,268,3,11100,59883,-1,-8.501,41.1051,2263,29,1,1729155093,1740650762,0
UMTS,268,1,711,26371095,0,-8.7754,37.731,1000,1,1,1728938014,1728938014,0
LTE,268,6,48840,1519126,0,-8.526,41.2019,1000,1,1,1728995388,1728995388,0
LTE,268,1,20,136100405,0,-8.4506,41.1826,1000,1,1,1728996314,1728996314,0
LTE,268,1,20,136653354,0,-8.476,41.183,1000,1,1,1729021422,1729021422,0
LTE,268,1,20,136253964,0,-8.1814,41.2301,1000,1,1,1729022645,1729022645,0
LTE,268,1,703,186888205,0,-7.9759,41.2525,1000,1,1,1729023579,1729023579,0
LTE,268,6,48850,1875477,0,-7.8338,41.2079,1000,1,1,1729024516,1729024516,0
LTE,268,3,183,197143695,0,-7.5349,41.374,1000,1,1,1729025447,1729025447,0
LTE,268,1,702,164145205,0,-7.3486,41.4296,1000,1,1,1729026361,1729026361,0
LTE,268,1,702,164137523,0,-7.2101,41.4796,1000,1,1,1729027298,1729027298,0
LTE,268,1,702,164047883,0,-7.0508,41.547,1000,1,1,1729028220,1729028220,0
LTE,268,6,48810,2018571,0,-6.8021,41.7503,1000,1,1,1729029453,1729029453,0
LTE,268,3,182,164068494,0,-6.6081,41.7402,1000,1,1,1729030371,1729030371,0
GSM,268,1,16,47573,-1,-8.687,41.1817,1000,11,1,1729166887,1730628122,0
GSM,268,1,14,46969,-1,-8.6105,41.1275,500,27,1,1729173407,1729176246,0
GSM,268,6,8850,3451,-1,-8.4274,41.1327,1000,9,1,1729185539,1729186742,0
