radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,Snapshot_Date,Status
LTE,268,6,48310,1118741,-1,-8.6966,39.6975,1286,50,1,1719762186,1751217796,0,2026-01-22,ACTIVE
LTE,268,1,43,128389683,-1,-8.6926,39.8871,1349,43,1,1722688359,1756055525,0,2026-01-22,ACTIVE
LTE,268,1,43,128389684,-1,-8.7036,39.8704,2424,41,1,1722688409,1756055525,0,2026-01-22,ACTIVE
LTE,268,1,43,128497193,-1,-8.7442,39.769,1111,48,1,1722688699,1751217797,0,2026-01-22,ACTIVE
LTE,268,1,43,128497194,-1,-8.7463,39.7511,1581,50,1,1722688729,1751217796,0,2026-01-22,ACTIVE
GSM,268,3,5510,63933,-1,-8.6752,39.523,1000,2,1,1722771256,1726584795,0,2026-01-22,ACTIVE
GSM,268,3,6510,18293,-1,-8.6591,39.5822,1000,1,1,1726584467,1726584467,0,2026-01-22,ACTIVE
GSM,268,1,709,21625,-1,-8.9847,39.6242,1437,8,1,1727003801,1727023742,0,2026-01-22,ACTIVE
GSM,268,1,709,21619,-1,-8.9647,39.65,3911,7,1,1727003977,1727023861,0,2026-01-22,ACTIVE
GSM,268,1,709,21508,-1,-8.9614,39.6538,1139,3,1,1727003968,1727023861,0,2026-01-22,ACTIVE
GSM,268,1,709,21523,-1,-8.9351,39.6856,1315,2,1,1727004033,1727023981,0,2026-01-22,ACTIVE
GSM,268,1,709,21504,-1,-8.9426,39.6769,3001,8,1,1727004091,1727023981,0,2026-01-22,ACTIVE
GSM,268,1,43,48506,-1,-8.8189,39.8739,1309,2,1,1727004748,1727024645,0,2026-01-22,ACTIVE
GSM,268,1,43,48504,-1,-8.8058,39.9,4319,11,1,1727004928,1727024822,0,2026-01-22,ACTIVE
GSM,268,1,709,21161,-1,-8.6837,39.6771,1000,1,1,1729534482,1729534482,0,2026-01-22,ACTIVE
GSM,268,1,43,42201,-1,-8.7302,39.736,1000,1,1,1729534782,1729534782,0,2026-01-22,ACTIVE
GSM,268,1,43,41427,-1,-8.7291,39.7976,1000,2,1,1729535083,1733101321,0,2026-01-22,ACTIVE
GSM,268,1,43,40608,-1,-8.7082,39.8591,1000,2,1,1729535383,1733101621,0,2026-01-22,ACTIVE
LTE,268,1,709,87340044,-1,-8.652,39.5682,923,40,1,1729155560,1755467892,0,2026-01-22,ACTIVE
LTE,268,1,709,87340043,-1,-8.6544,39.5772,1000,12,1,1729155600,1755467892,0,2026-01-22,ACTIVE
LTE,268,1,709,87340045,-1,-8.6599,39.5838,1785,50,1,1729155610,1755467892,0,2026-01-22,ACTIVE
LTE,268,1,708,87616525,-1,-8.6615,39.5857,1000,6,1,1729155630,1731103523,0,2026-01-22,ACTIVE
LTE,268,1,709,87337484,-1,-8.671,39.6001,2550,39,1,1729155680,1731103541,0,2026-01-22,ACTIVE
LTE,268,1,709,87337485,-1,-8.6886,39.6187,1691,50,1,1729155730,1731103541,0,2026-01-22,ACTIVE
LTE,268,1,43,128497213,-1,-8.7416,39.7765,1000,16,1,1729156340,1731103525,0,2026-01-22,ACTIVE
LTE,268,1,43,128543273,-1,-8.7225,39.8102,1000,13,1,1729156476,1731103539,0,2026-01-22,ACTIVE
LTE,268,1,43,128438284,-1,-8.7204,39.8191,1000,8,1,1729156497,1731103525,0,2026-01-22,ACTIVE
LTE,268,1,43,128438325,-1,-8.7191,39.8293,1013,22,1,1729156521,1756055525,0,2026-01-22,ACTIVE
LTE,268,1,43,128410124,-1,-8.6907,39.8876,1000,6,1,1730862851,1731103539,0,2026-01-22,ACTIVE
LTE,268,1,43,128448553,-1,-8.7223,39.816,1000,6,1,1730863111,1731103539,0,2026-01-22,ACTIVE
LTE,268,1,709,87311885,-1,-8.6863,39.6843,1000,11,1,1730863631,1731103540,0,2026-01-22,ACTIVE
LTE,268,1,709,77013005,-1,-8.684,39.6798,1000,7,1,1730863651,1731103540,0,2026-01-22,ACTIVE
LTE,268,1,709,77013004,-1,-8.6864,39.6707,1000,12,1,1730863671,1731103540,0,2026-01-22,ACTIVE
LTE,268,1,709,87345164,-1,-8.6771,39.5207,1172,18,1,1730864241,1741398545,0,2026-01-22,ACTIVE
LTE,268,1,709,87352844,-1,-8.6767,39.5124,1000,11,1,1730864281,1731103542,0,2026-01-22,ACTIVE
LTE,268,1,709,87352843,-1,-8.6679,39.5036,973,26,1,1730864301,1741398545,0,2026-01-22,ACTIVE
LTE,268,1,708,76841525,-1,-8.6033,39.8375,1158,23,1,1731066007,1731103554,0,2026-01-22,ACTIVE
LTE,268,1,708,76841485,-1,-8.6177,39.8379,1000,6,1,1731066057,1731103554,0,2026-01-22,ACTIVE
LTE,268,1,708,77174283,-1,-8.6228,39.8387,1000,6,1,1731066067,1731103554,0,2026-01-22,ACTIVE
LTE,268,1,708,76838923,-1,-8.6304,39.8398,1000,11,1,1731066077,1731103554,0,2026-01-22,ACTIVE
LTE,268,1,708,76838963,-1,-8.652,39.8512,1258,23,1,1731066107,1731103554,0,2026-01-22,ACTIVE
LTE,268,1,708,76838965,-1,-8.6575,39.8702,1111,25,1,1731066167,1731103554,0,2026-01-22,ACTIVE
LTE,268,1,43,128028469,-1,-8.6546,39.8779,1000,6,1,1731066207,1731103554,0,2026-01-22,ACTIVE
LTE,268,1,43,128028685,-1,-8.6398,39.8916,2047,33,1,1731066217,1731103554,0,2026-01-22,ACTIVE
LTE,268,1,43,128028459,-1,-8.6415,39.8934,2438,15,1,1731066217,1731103554,0,2026-01-22,ACTIVE
GSM,268,1,709,21295,-1,-8.6774,39.5138,1000,1,1,1733099768,1733099768,0,2026-01-22,ACTIVE
GSM,268,1,43,42195,-1,-8.7447,39.7432,1000,1,1,1733100968,1733100968,0,2026-01-22,ACTIVE
GSM,268,3,6300,14241,-1,-8.7814,39.7666,1000,5,1,1740600491,1740649021,0,2026-01-22,ACTIVE
LTE,268,1,709,76984843,-1,-8.742,39.5362,1000,2,1,1741010519,1741030922,0,2026-01-22,ACTIVE
LTE,268,3,167,76984993,-1,-8.7419,39.5363,1000,1,1,1741010519,1741010519,0,2026-01-22,ACTIVE
LTE,268,3,167,76984973,-1,-8.742,39.5361,1000,1,1,1741010694,1741010694,0,2026-01-22,ACTIVE
LTE,268,3,167,87352973,-1,-8.6705,39.5017,1000,10,1,1741371563,1741398545,0,2026-01-22,ACTIVE
LTE,268,1,708,87631924,-1,-8.6756,39.5038,1000,8,1,1741371615,1741398545,0,2026-01-22,ACTIVE
LTE,268,1,709,76982283,-1,-8.68,39.508,1000,5,1,1741371642,1741398545,0,2026-01-22,ACTIVE
LTE,268,3,167,76982413,-1,-8.682,39.5098,1000,14,1,1741371642,1741398544,0,2026-01-22,ACTIVE
LTE,268,1,709,87350324,-1,-8.683,39.5108,1000,8,1,1741371672,1741398545,0,2026-01-22,ACTIVE
LTE,268,3,167,87350454,-1,-8.6855,39.5132,1000,3,1,1741371719,1741398545,0,2026-01-22,ACTIVE
LTE,268,1,709,87350325,-1,-8.6872,39.5149,1000,12,1,1741371729,1741398545,0,2026-01-22,ACTIVE
LTE,268,3,167,87350455,-1,-8.6873,39.5149,1000,14,1,1741371729,1741398545,0,2026-01-22,ACTIVE
LTE,268,3,167,87350453,-1,-8.6863,39.5206,1000,9,1,1741371801,1741398545,0,2026-01-22,ACTIVE
LTE,268,1,709,87350323,-1,-8.6855,39.5232,1000,10,1,1741371821,1741398545,0,2026-01-22,ACTIVE
LTE,268,3,167,87345295,-1,-8.6812,39.5271,1000,16,1,1741371831,1741398544,0,2026-01-22,ACTIVE
LTE,268,3,167,87352974,-1,-8.6845,39.5267,1000,8,1,1741371841,1741398544,0,2026-01-22,ACTIVE
LTE,268,1,709,87345205,-1,-8.6791,39.5291,794,26,1,1741371860,1741398545,0,2026-01-22,ACTIVE
LTE,268,3,167,87350413,-1,-8.6846,39.5275,1000,2,1,1741371884,1741398544,0,2026-01-22,ACTIVE
LTE,268,3,167,87345335,-1,-8.6769,39.5303,1014,13,1,1741371973,1741398545,0,2026-01-22,ACTIVE
LTE,268,3,167,87342755,-1,-8.6636,39.5222,2356,2,1,1741372908,1741398545,0,2026-01-22,ACTIVE
LTE,268,3,167,87345294,-1,-8.6891,39.5165,1000,2,1,1741375579,1741398545,0,2026-01-22,ACTIVE
LTE,268,3,167,87350414,-1,-8.6806,39.5085,1000,2,1,1741375675,1741398545,0,2026-01-22,ACTIVE
LTE,268,1,709,76982323,-1,-8.6773,39.5053,1000,3,1,1741375695,1741398545,0,2026-01-22,ACTIVE
GSM,268,1,709,21634,-1,-8.8294,39.659,1000,1,1,1743173514,1743173514,0,2026-01-22,ACTIVE
GSM,268,1,709,21597,-1,-8.8357,39.6666,1000,1,1,1743173660,1743173660,0,2026-01-22,ACTIVE
GSM,268,1,709,21598,-1,-8.8369,39.6697,1000,4,1,1743174604,1746209792,0,2026-01-22,ACTIVE
GSM,268,1,709,21160,-1,-8.6682,39.6799,1000,3,1,1743175836,1743189250,0,2026-01-22,ACTIVE
LTE,268,6,48740,883725,-1,-8.6896,39.8925,1000,14,1,1746082880,1748200869,0,2026-01-22,ACTIVE
LTE,268,6,48310,888619,-1,-8.7186,39.8233,821,50,1,1746083090,1748200951,0,2026-01-22,ACTIVE
LTE,268,6,48310,888618,-1,-8.7235,39.8106,1761,50,1,1746083130,1751217797,0,2026-01-22,ACTIVE
LTE,268,6,48310,399125,-1,-8.7425,39.776,1000,11,1,1746083260,1748200951,0,2026-01-22,ACTIVE
LTE,268,6,48310,1113101,-1,-8.744,39.7727,1000,10,1,1746083270,1748200951,0,2026-01-22,ACTIVE
LTE,268,6,48310,1118773,-1,-8.7143,39.7205,1000,12,1,1746083440,1748200892,0,2026-01-22,ACTIVE
LTE,268,6,48310,1118763,-1,-8.7141,39.7202,1556,21,1,1746083470,1751217796,0,2026-01-22,ACTIVE
LTE,268,6,48310,1118762,-1,-8.6989,39.6992,1899,48,1,1746083510,1748200952,0,2026-01-22,ACTIVE
LTE,268,6,48310,1106445,-1,-8.6554,39.5779,1000,18,1,1746083950,1748200891,0,2026-01-22,ACTIVE
LTE,268,6,48290,1597973,-1,-8.9863,39.6248,2607,21,1,1746886188,1758753243,0,2026-01-22,ACTIVE
LTE,268,6,48290,1597993,-1,-8.9805,39.6283,1362,44,1,1746886198,1758753243,0,2026-01-22,ACTIVE
LTE,268,6,48290,1597963,-1,-8.9688,39.64,1000,11,1,1746886268,1746998248,0,2026-01-22,ACTIVE
LTE,268,6,48310,1582389,-1,-8.9663,39.6447,1000,6,1,1746886288,1746998248,0,2026-01-22,ACTIVE
LTE,268,6,48310,1582379,-1,-8.9574,39.6616,1000,21,1,1746886348,1758753242,0,2026-01-22,ACTIVE
LTE,268,6,48310,1582348,-1,-8.9539,39.6664,1000,6,1,1746886358,1746998248,0,2026-01-22,ACTIVE
LTE,268,6,48310,1582093,-1,-8.9455,39.6743,1000,6,1,1746886388,1746998248,0,2026-01-22,ACTIVE
LTE,268,6,48310,1097779,-1,-8.8916,39.7295,1000,6,1,1746886598,1746998249,0,2026-01-22,ACTIVE
LTE,268,6,48310,1119028,-1,-8.8813,39.7402,1000,11,1,1746886638,1746998249,0,2026-01-22,ACTIVE
LTE,268,6,48310,1107253,-1,-8.8756,39.7424,1000,6,1,1746886658,1746998249,0,2026-01-22,ACTIVE
LTE,268,6,48310,1691159,-1,-8.8565,39.7362,1000,17,1,1746886698,1746998249,0,2026-01-22,ACTIVE
LTE,268,6,48310,1691178,-1,-8.8481,39.7286,1000,6,1,1746886748,1746998249,0,2026-01-22,ACTIVE
LTE,268,6,48310,1691158,-1,-8.8439,39.728,1000,6,1,1746886758,1746998249,0,2026-01-22,ACTIVE
LTE,268,6,48310,396565,-1,-8.8183,39.725,1000,11,1,1746886818,1746998250,0,2026-01-22,ACTIVE
LTE,268,6,48310,1101591,-1,-8.8051,39.7227,1000,22,1,1746886838,1746998250,0,2026-01-22,ACTIVE
LTE,268,6,48310,340245,-1,-8.8056,39.7223,1000,3,1,1746886858,1746998250,0,2026-01-22,ACTIVE
LTE,268,6,48310,1101599,-1,-8.78,39.7286,1000,21,1,1746886908,1746998250,0,2026-01-22,ACTIVE
LTE,268,6,48310,1095180,-1,-8.7728,39.7334,1000,6,1,1746886948,1746998250,0,2026-01-22,ACTIVE
LTE,268,6,48310,889130,-1,-8.7474,39.7577,1000,17,1,1746887148,1748200892,0,2026-01-22,ACTIVE
LTE,268,6,48310,399145,-1,-8.7419,39.7759,1000,12,1,1746887218,1748200951,0,2026-01-22,ACTIVE
LTE,268,6,48740,1489971,-1,-8.6896,39.8928,1000,17,1,1747029199,1748200951,0,2026-01-22,ACTIVE
LTE,268,6,48310,1119253,-1,-8.7225,39.8088,1000,12,1,1747029479,1751217797,0,2026-01-22,ACTIVE
LTE,268,6,48310,1095179,-1,-8.7431,39.7751,1000,6,1,1747029589,1748200870,0,2026-01-22,ACTIVE
LTE,268,6,48310,1104180,-1,-8.7295,39.7351,1000,12,1,1747029749,1748200892,0,2026-01-22,ACTIVE
LTE,268,6,48310,1111317,-1,-8.6939,39.6596,1000,6,1,1747029999,1748200871,0,2026-01-22,ACTIVE
LTE,268,6,48310,839446,-1,-8.6859,39.6165,1000,6,1,1747030139,1748200872,0,2026-01-22,ACTIVE
LTE,268,6,48310,1103667,-1,-8.6768,39.512,1000,6,1,1747030499,1748200873,0,2026-01-22,ACTIVE
LTE,268,6,48310,1722123,-1,-8.6594,39.5495,1000,18,1,1748000773,1751217794,0,2026-01-22,ACTIVE
LTE,268,6,48310,1118732,-1,-8.6908,39.691,1000,11,1,1748001223,1751217795,0,2026-01-22,ACTIVE
LTE,268,6,48310,1096460,-1,-8.6767,39.5178,1000,6,1,1751187049,1751217794,0,2026-01-22,ACTIVE
LTE,268,6,48310,2108467,-1,-8.6606,39.5487,1000,6,1,1751187159,1751217794,0,2026-01-22,ACTIVE
LTE,268,6,48310,1106485,-1,-8.6581,39.5815,1000,16,1,1751187259,1751217794,0,2026-01-22,ACTIVE
LTE,268,6,48310,905268,-1,-8.6881,39.6669,1000,6,1,1751187559,1751217795,0,2026-01-22,ACTIVE
LTE,268,6,48310,1118771,-1,-8.6892,39.6887,1000,6,1,1751187629,1751217795,0,2026-01-22,ACTIVE
LTE,268,6,48310,1118733,-1,-8.7101,39.7122,1000,6,1,1751187719,1751217796,0,2026-01-22,ACTIVE
LTE,268,6,48310,1104179,-1,-8.7436,39.7737,1000,6,1,1751187939,1751217796,0,2026-01-22,ACTIVE
LTE,268,6,48310,1113141,-1,-8.7406,39.7779,1000,11,1,1751187949,1751217796,0,2026-01-22,ACTIVE
LTE,268,1,43,128351274,-1,-8.7394,39.7791,1000,6,1,1751187959,1751217796,0,2026-01-22,ACTIVE
LTE,268,1,43,128041525,-1,-8.7349,39.7901,1000,22,1,1751187969,1756055525,0,2026-01-22,ACTIVE
LTE,268,1,43,128041515,-1,-8.7352,39.7912,1000,13,1,1751187989,1751217797,0,2026-01-22,ACTIVE
LTE,268,1,43,128041513,-1,-8.7293,39.7971,1000,11,1,1751188019,1751217797,0,2026-01-22,ACTIVE
LTE,268,1,43,128041523,-1,-8.7252,39.8038,1115,20,1,1751188039,1756055525,0,2026-01-22,ACTIVE
LTE,268,1,43,128090155,-1,-8.7224,39.8108,1000,16,1,1751188059,1751217797,0,2026-01-22,ACTIVE
LTE,268,1,43,128448563,-1,-8.7196,39.8203,1000,6,1,1751188099,1751217797,0,2026-01-22,ACTIVE
LTE,268,1,43,128392234,-1,-8.7173,39.8461,941,26,1,1751188159,1751217797,0,2026-01-22,ACTIVE
LTE,268,1,43,128392233,-1,-8.7093,39.8579,1000,16,1,1751188209,1751217797,0,2026-01-22,ACTIVE
GSM,268,1,43,50320,-1,-8.9316,39.8374,3105,21,1,1743686061,1751223446,0,2026-01-22,ACTIVE
LTE,268,1,43,128008244,-1,-8.9594,39.8722,1104,23,1,1743687043,1751223422,0,2026-01-22,ACTIVE
LTE,268,1,43,128008243,-1,-8.9708,39.8759,1000,4,1,1743687238,1751223422,0,2026-01-22,ACTIVE
LTE,268,1,43,128456243,-1,-8.7259,39.7324,500,30,1,1751184588,1756055524,0,2026-01-22,ACTIVE
LTE,268,1,43,128456244,-1,-8.7345,39.7383,809,36,1,1751184603,1756055524,0,2026-01-22,ACTIVE
LTE,268,1,43,128456245,-1,-8.7431,39.7418,853,33,1,1751184633,1756055524,0,2026-01-22,ACTIVE
LTE,268,1,43,128044074,-1,-8.7762,39.7454,1840,21,1,1751184748,1751223426,0,2026-01-22,ACTIVE
LTE,268,1,43,128489513,-1,-8.7931,39.7421,1000,10,1,1751184910,1751223426,0,2026-01-22,ACTIVE
LTE,268,1,43,128481834,-1,-8.7889,39.7442,1000,5,1,1751184920,1751223426,0,2026-01-22,ACTIVE
LTE,268,1,43,128054313,-1,-8.7918,39.7427,1000,8,1,1751184930,1751223426,0,2026-01-22,ACTIVE
LTE,268,1,43,128489514,-1,-8.7985,39.7412,1000,2,1,1751185000,1751223426,0,2026-01-22,ACTIVE
LTE,268,1,43,128489515,-1,-8.8005,39.7418,1000,6,1,1751185010,1751223426,0,2026-01-22,ACTIVE
LTE,268,1,43,128430634,-1,-8.8025,39.743,1000,4,1,1751185040,1751223426,0,2026-01-22,ACTIVE
LTE,268,1,43,128430633,-1,-8.8056,39.7443,1000,11,1,1751185060,1751223426,0,2026-01-22,ACTIVE
LTE,268,1,43,128038954,-1,-8.8037,39.7473,1000,8,1,1751185274,1751223426,0,2026-01-22,ACTIVE
LTE,268,1,43,128038953,-1,-8.8053,39.7496,1000,5,1,1751186081,1751223427,0,2026-01-22,ACTIVE
LTE,268,1,43,128038955,-1,-8.8112,39.7507,1000,15,1,1751186110,1751223427,0,2026-01-22,ACTIVE
LTE,268,1,43,128428075,-1,-8.8148,39.754,1000,5,1,1751186219,1751223427,0,2026-01-22,ACTIVE
LTE,268,1,43,128046634,-1,-8.8162,39.7551,1000,5,1,1751186249,1751223427,0,2026-01-22,ACTIVE
LTE,268,1,43,128466473,-1,-8.8192,39.7441,1101,21,1,1751186276,1751223481,0,2026-01-22,ACTIVE
LTE,268,1,43,128466474,-1,-8.8233,39.7361,1000,11,1,1751186352,1751223481,0,2026-01-22,ACTIVE
LTE,268,1,43,128484395,-1,-8.8258,39.7319,1000,6,1,1751186379,1751223481,0,2026-01-22,ACTIVE
LTE,268,1,43,128474155,-1,-8.8508,39.7299,1000,5,1,1751186488,1751223481,0,2026-01-22,ACTIVE
LTE,268,1,43,128504874,-1,-8.8683,39.7418,1559,21,1,1751186500,1751223482,0,2026-01-22,ACTIVE
LTE,268,1,43,128504875,-1,-8.8919,39.7305,1241,36,1,1751186625,1757777368,0,2026-01-22,ACTIVE
LTE,268,1,43,128535593,-1,-8.9078,39.7202,1116,37,1,1751186720,1755467977,0,2026-01-22,ACTIVE
LTE,268,1,43,128535594,-1,-8.9215,39.7037,1797,50,1,1751186767,1755467977,0,2026-01-22,ACTIVE
LTE,268,1,709,76856843,-1,-8.9283,39.694,1073,21,1,1751186849,1757777368,0,2026-01-22,ACTIVE
LTE,268,1,709,76856845,-1,-8.9469,39.6729,1957,50,1,1751186874,1757777367,0,2026-01-22,ACTIVE
LTE,268,1,709,76882443,-1,-8.9567,39.6622,1000,21,1,1751186926,1757777367,0,2026-01-22,ACTIVE
LTE,268,1,709,76882445,-1,-8.9626,39.6518,1127,21,1,1751187006,1757777367,0,2026-01-22,ACTIVE
LTE,268,1,709,77046285,-1,-8.9955,39.6092,2928,26,1,1751187115,1757777367,0,2026-01-22,ACTIVE
LTE,268,1,43,128049205,-1,-8.8353,39.8295,1563,50,1,1748077939,1757777369,0,2026-01-22,ACTIVE
LTE,268,1,43,128533043,-1,-8.839,39.8154,1000,23,1,1748078021,1757777369,0,2026-01-22,ACTIVE
LTE,268,1,43,128533045,-1,-8.8473,39.8049,1888,40,1,1748078051,1757777369,0,2026-01-22,ACTIVE
LTE,268,1,43,128517683,-1,-8.8585,39.7936,3451,34,1,1748078124,1757777369,0,2026-01-22,ACTIVE
LTE,268,1,43,128517684,-1,-8.8673,39.7795,1699,26,1,1748078170,1757777368,0,2026-01-22,ACTIVE
LTE,268,1,43,128497204,-1,-8.7466,39.7592,1000,21,1,1755273993,1756055525,0,2026-01-22,ACTIVE
LTE,268,1,43,128497203,-1,-8.7429,39.7729,1081,41,1,1755274063,1756055525,0,2026-01-22,ACTIVE
LTE,268,1,43,128090165,-1,-8.7224,39.8091,1000,17,1,1755274223,1756055525,0,2026-01-22,ACTIVE
LTE,268,1,43,128392244,-1,-8.7165,39.8476,1222,50,1,1755274323,1756055525,0,2026-01-22,ACTIVE
LTE,268,1,43,128392243,-1,-8.7081,39.8598,792,31,1,1755274373,1756055525,0,2026-01-22,ACTIVE
LTE,268,1,43,128548404,-1,-8.8242,39.8668,1422,47,1,1755438373,1757777369,0,2026-01-22,ACTIVE
LTE,268,1,43,128049163,-1,-8.8339,39.8451,1000,16,1,1755438453,1755467976,0,2026-01-22,ACTIVE
LTE,268,1,43,128049165,-1,-8.8357,39.8376,1000,6,1,1755438493,1755467976,0,2026-01-22,ACTIVE
LTE,268,1,43,128049195,-1,-8.8356,39.8281,1721,50,1,1755438503,1757777369,0,2026-01-22,ACTIVE
LTE,268,1,43,128533033,-1,-8.8397,39.8139,1000,16,1,1755438563,1757777369,0,2026-01-22,ACTIVE
LTE,268,1,43,128533035,-1,-8.8476,39.8045,1467,39,1,1755438583,1757777369,0,2026-01-22,ACTIVE
LTE,268,1,43,128517673,-1,-8.8597,39.7921,1201,38,1,1755438643,1757777369,0,2026-01-22,ACTIVE
LTE,268,1,43,128517674,-1,-8.8684,39.7771,2155,21,1,1755438683,1757777369,0,2026-01-22,ACTIVE
LTE,268,1,43,128504885,-1,-8.8862,39.7382,1403,42,1,1755438793,1757777368,0,2026-01-22,ACTIVE
LTE,268,1,43,128535563,-1,-8.9028,39.7232,984,25,1,1755438863,1757777368,0,2026-01-22,ACTIVE
LTE,268,1,43,128067114,-1,-8.8959,39.7261,1000,6,1,1755438863,1755467977,0,2026-01-22,ACTIVE
LTE,268,1,43,128535564,-1,-8.9155,39.7119,1299,22,1,1755438913,1757777368,0,2026-01-22,ACTIVE
LTE,268,1,709,76856844,-1,-8.9341,39.6864,1000,10,1,1755439023,1757777367,0,2026-01-22,ACTIVE
LTE,268,1,709,77069353,-1,-8.9376,39.6811,1000,6,1,1755439033,1755467978,0,2026-01-22,ACTIVE
LTE,268,1,709,77184524,-1,-8.9937,39.6186,1000,6,1,1755439263,1755467978,0,2026-01-22,ACTIVE
LTE,268,1,709,77046325,-1,-8.99,39.6196,2097,42,1,1756475726,1757777367,0,2026-01-22,ACTIVE
LTE,268,1,709,77184564,-1,-8.9872,39.6231,1000,11,1,1756475776,1757777367,0,2026-01-22,ACTIVE
LTE,268,1,709,76867124,-1,-8.9723,39.635,1000,6,1,1756475836,1757777367,0,2026-01-22,ACTIVE
LTE,268,1,43,128535614,-1,-8.9172,39.7093,1537,36,1,1756476066,1757777368,0,2026-01-22,ACTIVE
LTE,268,1,43,128535603,-1,-8.8969,39.7265,1123,31,1,1756476146,1757777368,0,2026-01-22,ACTIVE
LTE,268,1,43,128535613,-1,-8.898,39.725,1000,16,1,1756476156,1757777368,0,2026-01-22,ACTIVE
LTE,268,1,43,128049193,-1,-8.8306,39.8501,1000,24,1,1756476566,1757777369,0,2026-01-22,ACTIVE
LTE,268,1,43,128525355,-1,-8.8077,39.8948,4444,30,1,1756476616,1757777370,0,2026-01-22,ACTIVE
LTE,268,1,43,128548394,-1,-8.8234,39.8692,1108,26,1,1756476626,1757777369,0,2026-01-22,ACTIVE
LTE,268,1,43,128548393,-1,-8.8145,39.8844,1000,20,1,1756476686,1757777369,0,2026-01-22,ACTIVE
LTE,268,3,205,7692717,-1,-8.8396,39.8405,1000,8,1,1758616879,1758753181,0,2026-01-22,ACTIVE
LTE,268,3,205,7692716,-1,-8.8407,39.824,1245,48,1,1758619281,1758753182,0,2026-01-22,ACTIVE
LTE,268,3,205,7691405,-1,-8.8431,39.8113,1000,8,1,1758619621,1758753182,0,2026-01-22,ACTIVE
LTE,268,3,205,7702925,-1,-8.8429,39.8104,1000,5,1,1758619641,1758753183,0,2026-01-22,ACTIVE
LTE,268,3,205,7702965,-1,-8.8421,39.8117,1000,3,1,1758619681,1758753182,0,2026-01-22,ACTIVE
LTE,268,3,205,7691445,-1,-8.8539,39.7982,1897,50,1,1758619691,1758753183,0,2026-01-22,ACTIVE
LTE,268,3,205,7693239,-1,-8.8517,39.8007,1000,6,1,1758619761,1758753183,0,2026-01-22,ACTIVE
LTE,268,3,205,7687607,-1,-8.8542,39.7982,1000,6,1,1758619771,1758753183,0,2026-01-22,ACTIVE
LTE,268,3,205,7691446,-1,-8.8718,39.7685,1776,50,1,1758619831,1758753183,0,2026-01-22,ACTIVE
LTE,268,6,48310,1581865,-1,-8.8737,39.7637,1000,20,1,1758619881,1758753183,0,2026-01-22,ACTIVE
LTE,268,6,48310,1581866,-1,-8.8776,39.752,1000,21,1,1758619921,1758753183,0,2026-01-22,ACTIVE
LTE,268,3,205,7691426,-1,-8.8772,39.7518,1000,11,1,1758619931,1758753183,0,2026-01-22,ACTIVE
LTE,268,3,205,7693751,-1,-8.8826,39.7441,1000,14,1,1758619951,1758753183,0,2026-01-22,ACTIVE
LTE,268,3,205,7693493,-1,-8.8842,39.7425,1000,6,1,1758619971,1758753183,0,2026-01-22,ACTIVE
LTE,268,3,205,7693750,-1,-8.8921,39.7305,1032,25,1,1758619991,1758753241,0,2026-01-22,ACTIVE
LTE,268,3,205,7695798,-1,-8.8955,39.7263,1000,6,1,1758620031,1758753241,0,2026-01-22,ACTIVE
LTE,268,3,205,7693710,-1,-8.9025,39.7233,1000,6,1,1758620051,1758753241,0,2026-01-22,ACTIVE
LTE,268,3,205,7693454,-1,-8.9148,39.7132,1382,40,1,1758620061,1758753242,0,2026-01-22,ACTIVE
LTE,268,3,167,76859535,-1,-8.9223,39.7013,1000,5,1,1758620141,1758753242,0,2026-01-22,ACTIVE
LTE,268,3,167,76856973,-1,-8.9299,39.6921,1046,26,1,1758620151,1758753242,0,2026-01-22,ACTIVE
LTE,268,3,167,76856975,-1,-8.9398,39.6792,1000,21,1,1758620211,1758753242,0,2026-01-22,ACTIVE
LTE,268,3,167,76882573,-1,-8.9539,39.6659,1228,50,1,1758620251,1758753242,0,2026-01-22,ACTIVE
LTE,268,3,167,76882575,-1,-8.9706,39.6394,2010,45,1,1758620351,1758753243,0,2026-01-22,ACTIVE
LTE,268,3,167,77046415,-1,-8.9845,39.6253,1000,11,1,1758620461,1758753243,0,2026-01-22,ACTIVE
LTE,268,3,167,77184654,-1,-8.989,39.622,1000,6,1,1758620481,1758753243,0,2026-01-22,ACTIVE
LTE,268,3,167,77046445,-1,-8.9984,39.6096,1496,46,1,1758620491,1758753243,0,2026-01-22,ACTIVE
LTE,268,1,167,77061775,-1,-8.9945,39.5537,500,36,1,1758076654,1759865042,0,2026-01-22,ACTIVE
LTE,268,1,167,77061815,-1,-8.9892,39.5519,881,29,1,1758077063,1759865042,0,2026-01-22,ACTIVE
LTE,268,1,167,76882575,-1,-8.997,39.554,1000,1,1,1758077105,1758077105,0,2026-01-22,ACTIVE
LTE,268,1,167,77064333,-1,-8.9991,39.5551,1000,24,1,1758077403,1759865041,0,2026-01-22,ACTIVE
LTE,268,1,167,77069483,-1,-8.9998,39.5553,1000,10,1,1758077489,1759778826,0,2026-01-22,ACTIVE
LTE,268,1,167,77064373,-1,-8.9986,39.555,1000,19,1,1758077568,1759778830,0,2026-01-22,ACTIVE
LTE,268,1,167,76990133,-1,-8.998,39.5548,1000,5,1,1758077645,1759778828,0,2026-01-22,ACTIVE
