radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,Snapshot_Date,Status
GSM,268,3,5510,18153,-1,-8.666,39.5927,2408,21,1,1694787934,1726755302,0,2026-01-27,ACTIVE
GSM,268,3,6300,7902,-1,-8.8247,39.8642,1950,50,1,1697541068,1753026902,0,2026-01-27,ACTIVE
GSM,268,3,5510,27391,-1,-8.9282,39.6942,1803,42,1,1697541870,1753026302,0,2026-01-27,ACTIVE
GSM,268,3,5510,27393,-1,-8.956,39.6588,3788,50,1,1697541942,1753026182,0,2026-01-27,ACTIVE
GSM,268,3,5510,62353,-1,-8.6867,39.6836,1333,21,1,1697754135,1730651943,0,2026-01-27,ACTIVE
GSM,268,3,5510,62352,-1,-8.6855,39.6739,1050,22,1,1697806059,1739957821,0,2026-01-27,ACTIVE
LTE,268,1,43,128389643,-1,-8.6918,39.8886,1000,21,1,1710656103,1756055526,0,2026-01-27,ACTIVE
LTE,268,1,43,128389673,-1,-8.6951,39.883,1246,28,1,1710656103,1751217798,0,2026-01-27,ACTIVE
LTE,268,1,43,128389674,-1,-8.7066,39.8642,1702,50,1,1710656173,1751217797,0,2026-01-27,ACTIVE
LTE,268,1,43,128392203,-1,-8.7124,39.8543,1269,50,1,1710656253,1731103525,0,2026-01-27,ACTIVE
LTE,268,1,43,128392204,-1,-8.7172,39.8461,1371,46,1,1710656263,1731103539,0,2026-01-27,ACTIVE
LTE,268,1,43,128438285,-1,-8.7207,39.8341,1000,17,1,1710656313,1751217797,0,2026-01-27,ACTIVE
LTE,268,1,43,128438315,-1,-8.7195,39.8283,1284,47,1,1710656323,1731103539,0,2026-01-27,ACTIVE
LTE,268,1,43,128438314,-1,-8.7244,39.8071,1798,50,1,1710656413,1731103539,0,2026-01-27,ACTIVE
LTE,268,1,43,128041483,-1,-8.7285,39.8016,2469,31,1,1710656483,1731103539,0,2026-01-27,ACTIVE
LTE,268,1,43,128041485,-1,-8.737,39.7862,1347,42,1,1710656513,1731103540,0,2026-01-27,ACTIVE
LTE,268,1,43,128453673,-1,-8.7425,39.775,1360,33,1,1710656553,1731103539,0,2026-01-27,ACTIVE
LTE,268,1,43,128456235,-1,-8.7391,39.7404,961,43,1,1710656623,1751217796,0,2026-01-27,ACTIVE
LTE,268,1,43,128456234,-1,-8.73,39.7355,966,49,1,1710656723,1751217796,0,2026-01-27,ACTIVE
LTE,268,1,43,128456233,-1,-8.7215,39.7291,1024,25,1,1710656753,1751217796,0,2026-01-27,ACTIVE
LTE,268,1,709,77007885,-1,-8.7142,39.7202,1523,21,1,1710656763,1751217796,0,2026-01-27,ACTIVE
LTE,268,1,709,77007925,-1,-8.7154,39.7223,1221,50,1,1710656783,1756055524,0,2026-01-27,ACTIVE
LTE,268,1,709,77007924,-1,-8.7079,39.7094,1080,30,1,1710656853,1756055524,0,2026-01-27,ACTIVE
LTE,268,1,709,77007923,-1,-8.6983,39.6995,1521,50,1,1710656883,1756055524,0,2026-01-27,ACTIVE
LTE,268,1,709,77013045,-1,-8.6864,39.684,998,35,1,1710656953,1756055524,0,2026-01-27,ACTIVE
LTE,268,1,709,77013043,-1,-8.6844,39.6777,1000,22,1,1710656983,1755467893,0,2026-01-27,ACTIVE
LTE,268,1,709,77015603,-1,-8.6895,39.6654,846,50,1,1710657003,1751217795,0,2026-01-27,ACTIVE
LTE,268,1,709,77013044,-1,-8.686,39.6733,1340,26,1,1710657013,1756055524,0,2026-01-27,ACTIVE
LTE,268,1,709,77015605,-1,-8.6921,39.6615,1117,31,1,1710657053,1756055524,0,2026-01-27,ACTIVE
LTE,268,1,709,87322165,-1,-8.6967,39.6491,1519,44,1,1710657083,1756055524,0,2026-01-27,ACTIVE
LTE,268,1,709,87322164,-1,-8.6985,39.6368,1000,20,1,1710657154,1756055524,0,2026-01-27,ACTIVE
LTE,268,1,709,87322124,-1,-8.6978,39.6312,951,30,1,1710669339,1731103541,0,2026-01-27,ACTIVE
LTE,268,1,43,128041484,-1,-8.737,39.7852,676,25,1,1710669909,1731103525,0,2026-01-27,ACTIVE
LTE,268,1,43,128438324,-1,-8.7219,39.8134,1332,34,1,1710669969,1756055525,0,2026-01-27,ACTIVE
LTE,268,1,709,77015563,-1,-8.6906,39.6642,1050,18,1,1688660523,1731103540,0,2026-01-27,ACTIVE
LTE,268,1,709,77015565,-1,-8.6957,39.6566,1000,12,1,1688660573,1731103540,0,2026-01-27,ACTIVE
LTE,268,1,709,87322125,-1,-8.6975,39.6457,1245,50,1,1688660583,1751217795,0,2026-01-27,ACTIVE
LTE,268,1,709,87337525,-1,-8.6946,39.6251,1000,22,1,1688660683,1756055524,0,2026-01-27,ACTIVE
LTE,268,1,709,87337524,-1,-8.6721,39.601,2001,45,1,1688660753,1756055523,0,2026-01-27,ACTIVE
LTE,268,1,709,87340085,-1,-8.6646,39.5908,1754,49,1,1688660773,1756055523,0,2026-01-27,ACTIVE
LTE,268,1,709,87340083,-1,-8.6533,39.574,1000,18,1,1688660863,1755467892,0,2026-01-27,ACTIVE
LTE,268,1,709,87340084,-1,-8.6529,39.5714,1705,43,1,1688660873,1756055523,0,2026-01-27,ACTIVE
LTE,268,1,709,87342605,-1,-8.6533,39.5578,1248,36,1,1688660913,1756055523,0,2026-01-27,ACTIVE
LTE,268,1,709,87345163,-1,-8.6642,39.5313,934,35,1,1688660983,1731103541,0,2026-01-27,ACTIVE
LTE,268,1,709,87345203,-1,-8.6603,39.5427,1670,50,1,1688661023,1756055523,0,2026-01-27,ACTIVE
LTE,268,1,709,87345204,-1,-8.6728,39.525,872,39,1,1688661033,1756055523,0,2026-01-27,ACTIVE
LTE,268,1,709,87352884,-1,-8.6778,39.5175,1390,35,1,1688661073,1756055523,0,2026-01-27,ACTIVE
LTE,268,1,709,87352883,-1,-8.6722,39.5092,1032,41,1,1688661093,1756055523,0,2026-01-27,ACTIVE
LTE,268,6,48310,1111575,-1,-8.8462,39.8067,2255,29,1,1711287684,1758753183,0,2026-01-27,ACTIVE
LTE,268,6,48310,1105429,-1,-8.8707,39.7709,2577,50,1,1711287764,1758753183,0,2026-01-27,ACTIVE
LTE,268,6,48310,1117965,-1,-8.8792,39.7445,518,50,1,1711287904,1746998249,0,2026-01-27,ACTIVE
LTE,268,6,48310,1118998,-1,-8.886,39.7396,1187,43,1,1711287914,1758753241,0,2026-01-27,ACTIVE
LTE,268,6,48310,1105420,-1,-8.8865,39.7365,1000,11,1,1711287934,1746998249,0,2026-01-27,ACTIVE
LTE,268,6,48310,1107213,-1,-8.8889,39.7332,1000,9,1,1711287944,1746998249,0,2026-01-27,ACTIVE
LTE,268,6,48310,1097739,-1,-8.8942,39.73,2048,31,1,1711287964,1758753241,0,2026-01-27,ACTIVE
LTE,268,6,48310,1097771,-1,-8.9127,39.722,1074,28,1,1711288014,1758753241,0,2026-01-27,ACTIVE
LTE,268,6,48310,1097740,-1,-8.9199,39.7069,1284,31,1,1711288034,1746998249,0,2026-01-27,ACTIVE
LTE,268,6,48310,1107223,-1,-8.8782,39.7377,1776,17,1,1711292042,1758753241,0,2026-01-27,ACTIVE
LTE,268,6,48310,1691179,-1,-8.8598,39.7381,1297,33,1,1711292082,1746998249,0,2026-01-27,ACTIVE
LTE,268,6,48310,1101611,-1,-8.809,39.7224,1004,28,1,1711292312,1746998250,0,2026-01-27,ACTIVE
LTE,268,6,48310,340265,-1,-8.8023,39.7227,630,25,1,1711292332,1746998250,0,2026-01-27,ACTIVE
LTE,268,6,48310,1101609,-1,-8.7856,39.727,1212,37,1,1711292372,1746998250,0,2026-01-27,ACTIVE
LTE,268,6,48310,1095210,-1,-8.7718,39.7351,500,26,1,1711292432,1746998250,0,2026-01-27,ACTIVE
LTE,268,6,48310,1104140,-1,-8.7243,39.7301,2832,49,1,1711292662,1751217796,0,2026-01-27,ACTIVE
LTE,268,6,48310,1118743,-1,-8.7152,39.7213,1711,50,1,1711292692,1748200952,0,2026-01-27,ACTIVE
LTE,268,6,48310,1118742,-1,-8.6989,39.6999,1964,24,1,1711292762,1751217796,0,2026-01-27,ACTIVE
LTE,268,6,48310,832553,-1,-8.6969,39.6482,1314,28,1,1711292972,1751217795,0,2026-01-27,ACTIVE
LTE,268,6,48310,832524,-1,-8.6987,39.635,1000,12,1,1711293012,1751217795,0,2026-01-27,ACTIVE
LTE,268,6,48310,832554,-1,-8.6985,39.6367,1395,50,1,1711293022,1751217795,0,2026-01-27,ACTIVE
LTE,268,6,48310,841515,-1,-8.6894,39.6196,1390,30,1,1711293062,1751217795,0,2026-01-27,ACTIVE
LTE,268,6,48310,1106455,-1,-8.6589,39.5821,1392,30,1,1711293192,1748200891,0,2026-01-27,ACTIVE
LTE,268,6,48310,1110294,-1,-8.6713,39.5085,1095,50,1,1711293482,1748200954,0,2026-01-27,ACTIVE
LTE,268,6,48740,1489961,-1,-8.6947,39.8835,1246,26,1,1711546887,1751217798,0,2026-01-27,ACTIVE
LTE,268,6,48740,2007082,-1,-8.7184,39.843,1280,50,1,1711547041,1751217797,0,2026-01-27,ACTIVE
LTE,268,6,48740,1991691,-1,-8.7197,39.8309,1000,12,1,1711547092,1751217797,0,2026-01-27,ACTIVE
LTE,268,6,48310,1113099,-1,-8.7225,39.8105,1000,14,1,1711547170,1751217797,0,2026-01-27,ACTIVE
LTE,268,6,48310,1113109,-1,-8.7298,39.7973,1481,50,1,1711547182,1751217797,0,2026-01-27,ACTIVE
LTE,268,6,48310,1113111,-1,-8.739,39.7818,1582,28,1,1711547259,1751217797,0,2026-01-27,ACTIVE
LTE,268,6,48310,1104139,-1,-8.7454,39.7532,1978,28,1,1711547337,1751217796,0,2026-01-27,ACTIVE
LTE,268,6,48310,832523,-1,-8.6964,39.6515,1057,25,1,1711547801,1751217795,0,2026-01-27,ACTIVE
GSM,268,3,6300,8303,-1,-8.7222,39.8124,1000,18,1,1712666396,1740599941,0,2026-01-27,ACTIVE
LTE,268,6,48310,396566,-1,-8.8289,39.7287,695,32,1,1713070875,1746998250,0,2026-01-27,ACTIVE
LTE,268,6,48310,1117995,-1,-8.8771,39.7442,710,26,1,1713071125,1758753183,0,2026-01-27,ACTIVE
LTE,268,6,48310,1105450,-1,-8.8689,39.7765,903,42,1,1713093096,1758753183,0,2026-01-27,ACTIVE
LTE,268,6,48310,1117994,-1,-8.8692,39.7423,1010,27,1,1713093296,1746998249,0,2026-01-27,ACTIVE
LTE,268,3,167,76982453,-1,-8.6789,39.5166,1520,18,1,1716628246,1741398545,0,2026-01-27,ACTIVE
LTE,268,3,167,87345333,-1,-8.6651,39.5357,1348,35,1,1716628306,1741398545,0,2026-01-27,ACTIVE
LTE,268,3,167,87342735,-1,-8.6598,39.5469,1233,23,1,1716628396,1741398545,0,2026-01-27,ACTIVE
GSM,268,6,8740,22509,-1,-8.7141,39.8504,1961,72,1,1716630298,1726578366,0,2026-01-27,ACTIVE
LTE,268,3,168,87632014,-1,-8.6435,39.5049,9672,9,1,1718544369,1741398545,0,2026-01-27,ACTIVE
LTE,268,6,48740,1991721,-1,-8.72,39.8325,720,30,1,1719761746,1751217797,0,2026-01-27,ACTIVE
LTE,268,6,48310,889109,-1,-8.7473,39.7579,1408,29,1,1719761926,1748200952,0,2026-01-27,ACTIVE
LTE,268,6,48310,1101589,-1,-8.7748,39.7285,4134,37,1,1719762046,1746998250,0,2026-01-27,ACTIVE
LTE,268,6,48310,1118741,-1,-8.6966,39.6975,1286,50,1,1719762186,1751217796,0,2026-01-27,ACTIVE
LTE,268,1,43,128389683,-1,-8.6926,39.8871,1349,43,1,1722688359,1756055525,0,2026-01-27,ACTIVE
LTE,268,1,43,128389684,-1,-8.7036,39.8704,2424,41,1,1722688409,1756055525,0,2026-01-27,ACTIVE
LTE,268,1,43,128497193,-1,-8.7442,39.769,1111,48,1,1722688699,1751217797,0,2026-01-27,ACTIVE
LTE,268,1,43,128497194,-1,-8.7463,39.7511,1581,50,1,1722688729,1751217796,0,2026-01-27,ACTIVE
GSM,268,3,5510,63933,-1,-8.6752,39.523,1000,2,1,1722771256,1726584795,0,2026-01-27,ACTIVE
GSM,268,3,6510,18293,-1,-8.6591,39.5822,1000,1,1,1726584467,1726584467,0,2026-01-27,ACTIVE
GSM,268,1,709,21625,-1,-8.9847,39.6242,1437,8,1,1727003801,1727023742,0,2026-01-27,ACTIVE
GSM,268,1,709,21619,-1,-8.9647,39.65,3911,7,1,1727003977,1727023861,0,2026-01-27,ACTIVE
GSM,268,1,709,21508,-1,-8.9614,39.6538,1139,3,1,1727003968,1727023861,0,2026-01-27,ACTIVE
GSM,268,1,709,21523,-1,-8.9351,39.6856,1315,2,1,1727004033,1727023981,0,2026-01-27,ACTIVE
GSM,268,1,709,21504,-1,-8.9426,39.6769,3001,8,1,1727004091,1727023981,0,2026-01-27,ACTIVE
GSM,268,1,43,48506,-1,-8.8189,39.8739,1309,2,1,1727004748,1727024645,0,2026-01-27,ACTIVE
GSM,268,1,43,48504,-1,-8.8058,39.9,4319,11,1,1727004928,1727024822,0,2026-01-27,ACTIVE
GSM,268,1,709,21161,-1,-8.6837,39.6771,1000,1,1,1729534482,1729534482,0,2026-01-27,ACTIVE
GSM,268,1,43,42201,-1,-8.7302,39.736,1000,1,1,1729534782,1729534782,0,2026-01-27,ACTIVE
GSM,268,1,43,41427,-1,-8.7291,39.7976,1000,2,1,1729535083,1733101321,0,2026-01-27,ACTIVE
GSM,268,1,43,40608,-1,-8.7082,39.8591,1000,2,1,1729535383,1733101621,0,2026-01-27,ACTIVE
LTE,268,1,709,87340044,-1,-8.652,39.5682,923,40,1,1729155560,1755467892,0,2026-01-27,ACTIVE
LTE,268,1,709,87340043,-1,-8.6544,39.5772,1000,12,1,1729155600,1755467892,0,2026-01-27,ACTIVE
LTE,268,1,709,87340045,-1,-8.6599,39.5838,1785,50,1,1729155610,1755467892,0,2026-01-27,ACTIVE
LTE,268,1,708,87616525,-1,-8.6615,39.5857,1000,6,1,1729155630,1731103523,0,2026-01-27,ACTIVE
LTE,268,1,709,87337484,-1,-8.671,39.6001,2550,39,1,1729155680,1731103541,0,2026-01-27,ACTIVE
LTE,268,1,709,87337485,-1,-8.6886,39.6187,1691,50,1,1729155730,1731103541,0,2026-01-27,ACTIVE
LTE,268,1,43,128497213,-1,-8.7416,39.7765,1000,16,1,1729156340,1731103525,0,2026-01-27,ACTIVE
LTE,268,1,43,128543273,-1,-8.7225,39.8102,1000,13,1,1729156476,1731103539,0,2026-01-27,ACTIVE
LTE,268,1,43,128438284,-1,-8.7204,39.8191,1000,8,1,1729156497,1731103525,0,2026-01-27,ACTIVE
LTE,268,1,43,128438325,-1,-8.7191,39.8293,1013,22,1,1729156521,1756055525,0,2026-01-27,ACTIVE
LTE,268,1,43,128410124,-1,-8.6907,39.8876,1000,6,1,1730862851,1731103539,0,2026-01-27,ACTIVE
LTE,268,1,43,128448553,-1,-8.7223,39.816,1000,6,1,1730863111,1731103539,0,2026-01-27,ACTIVE
LTE,268,1,709,87311885,-1,-8.6863,39.6843,1000,11,1,1730863631,1731103540,0,2026-01-27,ACTIVE
LTE,268,1,709,77013005,-1,-8.684,39.6798,1000,7,1,1730863651,1731103540,0,2026-01-27,ACTIVE
LTE,268,1,709,77013004,-1,-8.6864,39.6707,1000,12,1,1730863671,1731103540,0,2026-01-27,ACTIVE
LTE,268,1,709,87345164,-1,-8.6771,39.5207,1172,18,1,1730864241,1741398545,0,2026-01-27,ACTIVE
LTE,268,1,709,87352844,-1,-8.6767,39.5124,1000,11,1,1730864281,1731103542,0,2026-01-27,ACTIVE
LTE,268,1,709,87352843,-1,-8.6679,39.5036,973,26,1,1730864301,1741398545,0,2026-01-27,ACTIVE
LTE,268,1,708,76841525,-1,-8.6033,39.8375,1158,23,1,1731066007,1731103554,0,2026-01-27,ACTIVE
LTE,268,1,708,76841485,-1,-8.6177,39.8379,1000,6,1,1731066057,1731103554,0,2026-01-27,ACTIVE
LTE,268,1,708,77174283,-1,-8.6228,39.8387,1000,6,1,1731066067,1731103554,0,2026-01-27,ACTIVE
LTE,268,1,708,76838923,-1,-8.6304,39.8398,1000,11,1,1731066077,1731103554,0,2026-01-27,ACTIVE
LTE,268,1,708,76838963,-1,-8.652,39.8512,1258,23,1,1731066107,1731103554,0,2026-01-27,ACTIVE
LTE,268,1,708,76838965,-1,-8.6575,39.8702,1111,25,1,1731066167,1731103554,0,2026-01-27,ACTIVE
LTE,268,1,43,128028469,-1,-8.6546,39.8779,1000,6,1,1731066207,1731103554,0,2026-01-27,ACTIVE
LTE,268,1,43,128028685,-1,-8.6398,39.8916,2047,33,1,1731066217,1731103554,0,2026-01-27,ACTIVE
LTE,268,1,43,128028459,-1,-8.6415,39.8934,2438,15,1,1731066217,1731103554,0,2026-01-27,ACTIVE
GSM,268,1,709,21295,-1,-8.6774,39.5138,1000,1,1,1733099768,1733099768,0,2026-01-27,ACTIVE
GSM,268,1,43,42195,-1,-8.7447,39.7432,1000,1,1,1733100968,1733100968,0,2026-01-27,ACTIVE
GSM,268,3,6300,14241,-1,-8.7814,39.7666,1000,5,1,1740600491,1740649021,0,2026-01-27,ACTIVE
LTE,268,1,709,76984843,-1,-8.742,39.5362,1000,2,1,1741010519,1741030922,0,2026-01-27,ACTIVE
LTE,268,3,167,76984993,-1,-8.7419,39.5363,1000,1,1,1741010519,1741010519,0,2026-01-27,ACTIVE
LTE,268,3,167,76984973,-1,-8.742,39.5361,1000,1,1,1741010694,1741010694,0,2026-01-27,ACTIVE
LTE,268,3,167,87352973,-1,-8.6705,39.5017,1000,10,1,1741371563,1741398545,0,2026-01-27,ACTIVE
LTE,268,1,708,87631924,-1,-8.6756,39.5038,1000,8,1,1741371615,1741398545,0,2026-01-27,ACTIVE
LTE,268,1,709,76982283,-1,-8.68,39.508,1000,5,1,1741371642,1741398545,0,2026-01-27,ACTIVE
LTE,268,3,167,76982413,-1,-8.682,39.5098,1000,14,1,1741371642,1741398544,0,2026-01-27,ACTIVE
LTE,268,1,709,87350324,-1,-8.683,39.5108,1000,8,1,1741371672,1741398545,0,2026-01-27,ACTIVE
LTE,268,3,167,87350454,-1,-8.6855,39.5132,1000,3,1,1741371719,1741398545,0,2026-01-27,ACTIVE
LTE,268,1,709,87350325,-1,-8.6872,39.5149,1000,12,1,1741371729,1741398545,0,2026-01-27,ACTIVE
LTE,268,3,167,87350455,-1,-8.6873,39.5149,1000,14,1,1741371729,1741398545,0,2026-01-27,ACTIVE
LTE,268,3,167,87350453,-1,-8.6863,39.5206,1000,9,1,1741371801,1741398545,0,2026-01-27,ACTIVE
LTE,268,1,709,87350323,-1,-8.6855,39.5232,1000,10,1,1741371821,1741398545,0,2026-01-27,ACTIVE
LTE,268,3,167,87345295,-1,-8.6812,39.5271,1000,16,1,1741371831,1741398544,0,2026-01-27,ACTIVE
LTE,268,3,167,87352974,-1,-8.6845,39.5267,1000,8,1,1741371841,1741398544,0,2026-01-27,ACTIVE
LTE,268,1,709,87345205,-1,-8.6791,39.5291,794,26,1,1741371860,1741398545,0,2026-01-27,ACTIVE
LTE,268,3,167,87350413,-1,-8.6846,39.5275,1000,2,1,1741371884,1741398544,0,2026-01-27,ACTIVE
LTE,268,3,167,87345335,-1,-8.6769,39.5303,1014,13,1,1741371973,1741398545,0,2026-01-27,ACTIVE
LTE,268,3,167,87342755,-1,-8.6636,39.5222,2356,2,1,1741372908,1741398545,0,2026-01-27,ACTIVE
LTE,268,3,167,87345294,-1,-8.6891,39.5165,1000,2,1,1741375579,1741398545,0,2026-01-27,ACTIVE
LTE,268,3,167,87350414,-1,-8.6806,39.5085,1000,2,1,1741375675,1741398545,0,2026-01-27,ACTIVE
LTE,268,1,709,76982323,-1,-8.6773,39.5053,1000,3,1,1741375695,1741398545,0,2026-01-27,ACTIVE
GSM,268,1,709,21634,-1,-8.8294,39.659,1000,1,1,1743173514,1743173514,0,2026-01-27,ACTIVE
GSM,268,1,709,21597,-1,-8.8357,39.6666,1000,1,1,1743173660,1743173660,0,2026-01-27,ACTIVE
GSM,268,1,709,21598,-1,-8.8369,39.6697,1000,4,1,1743174604,1746209792,0,2026-01-27,ACTIVE
GSM,268,1,709,21160,-1,-8.6682,39.6799,1000,3,1,1743175836,1743189250,0,2026-01-27,ACTIVE
LTE,268,6,48740,883725,-1,-8.6896,39.8925,1000,14,1,1746082880,1748200869,0,2026-01-27,ACTIVE
LTE,268,6,48310,888619,-1,-8.7186,39.8233,821,50,1,1746083090,1748200951,0,2026-01-27,ACTIVE
LTE,268,6,48310,888618,-1,-8.7235,39.8106,1761,50,1,1746083130,1751217797,0,2026-01-27,ACTIVE
LTE,268,6,48310,399125,-1,-8.7425,39.776,1000,11,1,1746083260,1748200951,0,2026-01-27,ACTIVE
LTE,268,6,48310,1113101,-1,-8.744,39.7727,1000,10,1,1746083270,1748200951,0,2026-01-27,ACTIVE
LTE,268,6,48310,1118773,-1,-8.7143,39.7205,1000,12,1,1746083440,1748200892,0,2026-01-27,ACTIVE
LTE,268,6,48310,1118763,-1,-8.7141,39.7202,1556,21,1,1746083470,1751217796,0,2026-01-27,ACTIVE
LTE,268,6,48310,1118762,-1,-8.6989,39.6992,1899,48,1,1746083510,1748200952,0,2026-01-27,ACTIVE
LTE,268,6,48310,1106445,-1,-8.6554,39.5779,1000,18,1,1746083950,1748200891,0,2026-01-27,ACTIVE
LTE,268,6,48290,1597973,-1,-8.9863,39.6248,2607,21,1,1746886188,1758753243,0,2026-01-27,ACTIVE
LTE,268,6,48290,1597993,-1,-8.9805,39.6283,1362,44,1,1746886198,1758753243,0,2026-01-27,ACTIVE
LTE,268,6,48290,1597963,-1,-8.9688,39.64,1000,11,1,1746886268,1746998248,0,2026-01-27,ACTIVE
LTE,268,6,48310,1582389,-1,-8.9663,39.6447,1000,6,1,1746886288,1746998248,0,2026-01-27,ACTIVE
LTE,268,6,48310,1582379,-1,-8.9574,39.6616,1000,21,1,1746886348,1758753242,0,2026-01-27,ACTIVE
LTE,268,6,48310,1582348,-1,-8.9539,39.6664,1000,6,1,1746886358,1746998248,0,2026-01-27,ACTIVE
LTE,268,6,48310,1582093,-1,-8.9455,39.6743,1000,6,1,1746886388,1746998248,0,2026-01-27,ACTIVE
LTE,268,6,48310,1097779,-1,-8.8916,39.7295,1000,6,1,1746886598,1746998249,0,2026-01-27,ACTIVE
LTE,268,6,48310,1119028,-1,-8.8813,39.7402,1000,11,1,1746886638,1746998249,0,2026-01-27,ACTIVE
LTE,268,6,48310,1107253,-1,-8.8756,39.7424,1000,6,1,1746886658,1746998249,0,2026-01-27,ACTIVE
LTE,268,6,48310,1691159,-1,-8.8565,39.7362,1000,17,1,1746886698,1746998249,0,2026-01-27,ACTIVE
LTE,268,6,48310,1691178,-1,-8.8481,39.7286,1000,6,1,1746886748,1746998249,0,2026-01-27,ACTIVE
LTE,268,6,48310,1691158,-1,-8.8439,39.728,1000,6,1,1746886758,1746998249,0,2026-01-27,ACTIVE
LTE,268,6,48310,396565,-1,-8.8183,39.725,1000,11,1,1746886818,1746998250,0,2026-01-27,ACTIVE
LTE,268,6,48310,1101591,-1,-8.8051,39.7227,1000,22,1,1746886838,1746998250,0,2026-01-27,ACTIVE
LTE,268,6,48310,340245,-1,-8.8056,39.7223,1000,3,1,1746886858,1746998250,0,2026-01-27,ACTIVE
LTE,268,6,48310,1101599,-1,-8.78,39.7286,1000,21,1,1746886908,1746998250,0,2026-01-27,ACTIVE
LTE,268,6,48310,1095180,-1,-8.7728,39.7334,1000,6,1,1746886948,1746998250,0,2026-01-27,ACTIVE
LTE,268,6,48310,889130,-1,-8.7474,39.7577,1000,17,1,1746887148,1748200892,0,2026-01-27,ACTIVE
LTE,268,6,48310,399145,-1,-8.7419,39.7759,1000,12,1,1746887218,1748200951,0,2026-01-27,ACTIVE
LTE,268,6,48740,1489971,-1,-8.6896,39.8928,1000,17,1,1747029199,1748200951,0,2026-01-27,ACTIVE
LTE,268,6,48310,1119253,-1,-8.7225,39.8088,1000,12,1,1747029479,1751217797,0,2026-01-27,ACTIVE
LTE,268,6,48310,1095179,-1,-8.7431,39.7751,1000,6,1,1747029589,1748200870,0,2026-01-27,ACTIVE
LTE,268,6,48310,1104180,-1,-8.7295,39.7351,1000,12,1,1747029749,1748200892,0,2026-01-27,ACTIVE
LTE,268,6,48310,1111317,-1,-8.6939,39.6596,1000,6,1,1747029999,1748200871,0,2026-01-27,ACTIVE
LTE,268,6,48310,839446,-1,-8.6859,39.6165,1000,6,1,1747030139,1748200872,0,2026-01-27,ACTIVE
LTE,268,6,48310,1103667,-1,-8.6768,39.512,1000,6,1,1747030499,1748200873,0,2026-01-27,ACTIVE
LTE,268,6,48310,1722123,-1,-8.6594,39.5495,1000,18,1,1748000773,1751217794,0,2026-01-27,ACTIVE
LTE,268,6,48310,1118732,-1,-8.6908,39.691,1000,11,1,1748001223,1751217795,0,2026-01-27,ACTIVE
LTE,268,6,48310,1096460,-1,-8.6767,39.5178,1000,6,1,1751187049,1751217794,0,2026-01-27,ACTIVE
LTE,268,6,48310,2108467,-1,-8.6606,39.5487,1000,6,1,1751187159,1751217794,0,2026-01-27,ACTIVE
LTE,268,6,48310,1106485,-1,-8.6581,39.5815,1000,16,1,1751187259,1751217794,0,2026-01-27,ACTIVE
LTE,268,6,48310,905268,-1,-8.6881,39.6669,1000,6,1,1751187559,1751217795,0,2026-01-27,ACTIVE
LTE,268,6,48310,1118771,-1,-8.6892,39.6887,1000,6,1,1751187629,1751217795,0,2026-01-27,ACTIVE
LTE,268,6,48310,1118733,-1,-8.7101,39.7122,1000,6,1,1751187719,1751217796,0,2026-01-27,ACTIVE
LTE,268,6,48310,1104179,-1,-8.7436,39.7737,1000,6,1,1751187939,1751217796,0,2026-01-27,ACTIVE
LTE,268,6,48310,1113141,-1,-8.7406,39.7779,1000,11,1,1751187949,1751217796,0,2026-01-27,ACTIVE
LTE,268,1,43,128351274,-1,-8.7394,39.7791,1000,6,1,1751187959,1751217796,0,2026-01-27,ACTIVE
LTE,268,1,43,128041525,-1,-8.7349,39.7901,1000,22,1,1751187969,1756055525,0,2026-01-27,ACTIVE
LTE,268,1,43,128041515,-1,-8.7352,39.7912,1000,13,1,1751187989,1751217797,0,2026-01-27,ACTIVE
LTE,268,1,43,128041513,-1,-8.7293,39.7971,1000,11,1,1751188019,1751217797,0,2026-01-27,ACTIVE
LTE,268,1,43,128041523,-1,-8.7252,39.8038,1115,20,1,1751188039,1756055525,0,2026-01-27,ACTIVE
LTE,268,1,43,128090155,-1,-8.7224,39.8108,1000,16,1,1751188059,1751217797,0,2026-01-27,ACTIVE
LTE,268,1,43,128448563,-1,-8.7196,39.8203,1000,6,1,1751188099,1751217797,0,2026-01-27,ACTIVE
LTE,268,1,43,128392234,-1,-8.7173,39.8461,941,26,1,1751188159,1751217797,0,2026-01-27,ACTIVE
LTE,268,1,43,128392233,-1,-8.7093,39.8579,1000,16,1,1751188209,1751217797,0,2026-01-27,ACTIVE
GSM,268,1,43,50320,-1,-8.9316,39.8374,3105,21,1,1743686061,1751223446,0,2026-01-27,ACTIVE
LTE,268,1,43,128008244,-1,-8.9594,39.8722,1104,23,1,1743687043,1751223422,0,2026-01-27,ACTIVE
LTE,268,1,43,128008243,-1,-8.9708,39.8759,1000,4,1,1743687238,1751223422,0,2026-01-27,ACTIVE
LTE,268,1,43,128456243,-1,-8.7259,39.7324,500,30,1,1751184588,1756055524,0,2026-01-27,ACTIVE
LTE,268,1,43,128456244,-1,-8.7345,39.7383,809,36,1,1751184603,1756055524,0,2026-01-27,ACTIVE
LTE,268,1,43,128456245,-1,-8.7431,39.7418,853,33,1,1751184633,1756055524,0,2026-01-27,ACTIVE
